run,mejor_valor,n_switches,gap_pct,tiempo_s
1,24101.0,16,1.1484352569623888,36.31
2,23876.0,17,2.071285017021451,36.13
3,24046.0,17,1.3740207538657152,42.34
4,24253.0,16,0.5249989746113777,33.08
5,24071.0,17,1.2714818916369304,36.44
6,23835.0,18,2.239448751076658,38.72
7,23967.0,17,1.6980435585086748,35.01
8,23919.0,15,1.8949181739879415,43.55
9,23958.0,18,1.7349575489110374,39.11
10,24122.0,15,1.0623026126902095,38.53
11,23851.0,16,2.173823879250236,40.50
12,24152.0,17,0.939255978015668,47.99
13,23868.0,16,2.104097452934662,34.91
14,24002.0,18,1.5544891513883763,36.95
15,24026.0,17,1.4560518436487428,33.86
16,24031.0,16,1.4355440712029859,48.87
17,24124.0,16,1.0540995037119067,35.94
18,24006.0,16,1.5380829334317707,43.07
19,24251.0,16,0.5332020835896805,46.01
20,24078.0,15,1.2427710102128706,38.34
21,23668.0,16,2.92440835076494,37.47
22,23596.0,17,3.2197202739838398,40.52
23,23941.0,18,1.8046839752266108,42.66
24,24132.0,17,1.0212870677986956,36.72
25,24143.0,17,0.9761699684180304,35.86
26,24227.0,18,0.6316393913293138,37.51
27,23991.0,17,1.5996062507690414,34.80
28,24112.0,15,1.1033181575817235,44.98
29,24123.0,18,1.0582010582010581,35.84
30,23985.0,17,1.6242155777039498,39.72
31,23990.0,17,1.6037078052581928,32.00
