run,mejor_valor,n_switches,gap_pct,tiempo_s
1,114859.0,25,2.4353159030290676,1790.27
2,115228.0,24,2.121876221055672,1690.13
3,113527.0,29,3.566756706250106,1306.60
4,114600.0,24,2.6553182814331584,2143.88
5,115100.0,25,2.230603265209045,1548.10
6,114898.0,27,2.4021881317635865,1564.98
7,114449.0,23,2.7835822163328405,1939.54
8,115124.0,27,2.2102169444302873,1488.36
9,115285.0,25,2.0734587092061227,1995.44
10,114283.0,27,2.9245876017192463,1702.28
11,114164.0,25,3.0256697755805853,2399.92
12,114430.0,23,2.799721386949357,1129.55
13,115058.0,22,2.2662793265718704,1907.96
14,115129.0,24,2.205969794268046,1807.40
15,114934.0,27,2.3716086505954506,1405.71
16,114153.0,26,3.035013505937516,1388.49
17,114582.0,24,2.6706080220172264,2265.45
18,114570.0,26,2.680801182406605,1809.62
19,114549.0,29,2.698639213088018,878.66
20,114575.0,25,2.676554032244364,1601.49
21,114489.0,23,2.7496050150349114,1391.50
22,115701.0,22,1.7200958157076602,1844.96
23,114300.0,28,2.9101472911676267,1724.30
24,115002.0,23,2.313847408388971,1761.39
25,114883.0,25,2.41492958225031,1429.19
26,115256.0,28,2.098092180147121,1540.05
27,114830.0,25,2.459949373970066,1029.71
28,115104.0,25,2.2272055450792516,2014.18
29,114596.0,23,2.658716001562951,1607.27
30,114769.0,25,2.511764605949408,1389.92
31,115152.0,25,2.186432903521737,1271.97
