rank,algoritmo,mean_rank,media,std,mediana,iqr,ci95_low,ci95_high,min,max,shapiro_pvalue,wilcoxon_pvalue_raw,wilcoxon_pvalue_holm,mannwhitney_pvalue_raw,significancia
1,EHO,2.31,405.244922,3.132731,404.333182,4.798415,404.142118,406.347726,400.032886,408.916102,8.796247e-05,2.012218e-01,4.024436e-01,1.220052e-01,Similar (=) ns
2,Hybrid DTW,2.85,405.995119,3.766298,408.916102,6.470155,404.669282,407.320955,400.010867,408.916107,1.662252e-06,1.000000e+00,1.000000e+00,1.000000e+00,=
3,ACO,3.35,409.368794,12.820682,406.787122,2.451953,404.855576,413.882013,400.216358,477.421349,4.675701e-11,2.473625e-01,4.024436e-01,1.158780e-01,Similar (=) ns
4,WOA,3.87,419.622425,25.311566,408.917590,18.973904,410.712086,428.532764,400.024597,479.204198,7.697002e-06,9.736925e-03,2.921078e-02,6.596166e-02,Mejor (+) *
5,PSO,3.94,416.970040,24.108638,408.916102,5.947605,408.483163,425.456917,400.113339,504.212332,2.271436e-08,4.809606e-03,1.923842e-02,1.063493e-01,Mejor (+) *
6,GWO,4.68,416.113663,18.593271,409.021850,2.996057,409.568341,422.658986,402.481330,471.079118,1.753050e-08,7.640226e-04,3.820113e-03,1.064583e-04,Mejor (+) **
