run,mejor_valor,n_switches,gap_pct,tiempo_s
1,113215.0,5,2.2896744571408845,1185.82
2,111488.0,8,3.780163634480616,140.12
3,112053.0,8,3.2925397866537782,901.04
4,113181.0,7,2.319018193116305,1108.89
5,113009.0,8,2.4674629751096075,391.42
6,113208.0,6,2.2957158145475884,1239.13
7,113279.0,7,2.2344391894224462,987.52
8,112560.0,8,2.854972900196776,973.73
9,112451.0,8,2.949045465529741,517.44
10,113292.0,9,2.2232195256671385,360.77
11,113140.0,8,2.3544032864984294,798.94
12,113171.0,8,2.3276487036973106,350.20
13,113216.0,8,2.2888114060827838,850.37
14,112239.0,7,3.1320122898470673,170.87
15,113192.0,8,2.309524631477198,1196.92
16,112979.0,7,2.4933545068526253,604.99
17,112689.0,8,2.7436393137017987,851.14
18,112089.0,10,3.2614699485621568,445.40
19,112734.0,7,2.704802016087272,890.13
20,111994.0,7,3.343459799081714,474.37
21,112576.0,7,2.841164083267166,573.79
22,113547.0,7,2.0031415058514863,578.17
23,112690.0,9,2.742776262643698,654.50
24,112652.0,9,2.775572202851521,488.20
25,112660.0,6,2.7686677943867157,611.27
26,113209.0,9,2.294852763489488,358.46
27,112314.0,7,3.0672834604895227,341.95
28,113109.0,7,2.381157869299548,683.44
29,112280.0,8,3.0966271964649428,315.62
30,112682.0,7,2.7496806711085027,738.93
31,113069.0,8,2.4156799116235717,314.85
