rank,algoritmo,mean_rank,media,std,mediana,iqr,ci95_low,ci95_high,min,max,shapiro_pvalue,wilcoxon_pvalue,mannwhitney_pvalue,significancia
1,EHO,1.52,401.480900,1.734036,401.135755,0.469349,400.870473,402.091327,400.161636,409.605951,4.122585e-09,6.987154e-05,6.769748e-05,Mejor (+) ***
2,Hybrid DTW,2.84,403.912009,2.734403,403.257696,4.754101,402.949427,404.874591,400.012958,409.091474,1.784313e-02,1.000000e+00,1.000000e+00,=
3,PSO,3.48,405.427728,3.016438,406.728622,5.587922,404.365862,406.489593,400.000158,407.560511,4.034360e-07,4.562962e-02,1.147227e-01,Peor (-) *
4,ACO,3.71,406.702106,1.306046,406.483737,1.353969,406.242343,407.161869,404.468604,409.588740,2.673616e-02,6.266404e-05,2.659911e-04,Peor (-) ***
5,GWO,4.16,407.812353,5.478405,406.970314,0.278799,405.883810,409.740896,403.457672,436.590510,1.234943e-10,3.177859e-05,3.278878e-05,Peor (-) ***
6,WOA,5.29,434.968781,38.713328,418.494317,52.040523,421.340668,448.596895,401.314861,549.032067,3.989892e-05,5.122274e-08,2.766760e-07,Peor (-) ***
