rank,algoritmo,mean_rank,media,std,mediana,iqr,ci95_low,ci95_high,min,max,shapiro_pvalue,wilcoxon_pvalue_raw,wilcoxon_pvalue_holm,mannwhitney_pvalue_raw,significancia
1,Hybrid DDTW,1.94,2221.176794,3.347798,2221.094770,1.462279,2219.998281,2222.355308,2207.624893,2231.043273,2.915103e-07,1.000000e+00,1.000000e+00,1.000000e+00,=
2,EHO,2.52,2222.127509,1.987983,2221.828514,2.052302,2221.427686,2222.827331,2216.021367,2225.872682,2.725141e-02,7.933947e-02,7.933947e-02,1.606497e-02,Similar (=) ns
3,PSO,3.26,2261.909459,59.090445,2221.351960,118.099076,2241.108062,2282.710855,2200.707204,2343.739995,3.758273e-07,3.350240e-03,1.005072e-02,8.085560e-02,Mejor (+) *
4,GWO,3.45,2223.959390,7.253282,2226.409525,5.635612,2221.406044,2226.512737,2201.936509,2232.401969,4.524586e-05,1.869285e-02,3.738570e-02,1.706081e-04,Mejor (+) *
5,ACO,4.23,2227.499838,1.898362,2227.355414,2.564566,2226.831565,2228.168112,2222.803348,2230.206637,2.630574e-01,2.328306e-08,9.313226e-08,5.844348e-10,Mejor (+) ***
6,WOA,5.61,2253.110486,43.433550,2238.699141,8.997599,2237.820730,2268.400242,2228.473053,2397.793181,1.199192e-08,9.313226e-10,4.656613e-09,2.502101e-11,Mejor (+) ***
