rank,algoritmo,mean_rank,media,std,mediana,iqr,ci95_low,ci95_high,min,max,shapiro_pvalue,wilcoxon_pvalue_raw,wilcoxon_pvalue_holm,mannwhitney_pvalue_raw,significancia
1,Hybrid DDTW,1.92,2653.690121,91.135223,2600.000000,150.427245,2621.608118,2685.772125,2600.000000,2900.000000,1.067299e-07,1.000000e+00,1.000000e+00,1.000000e+00,=
2,EHO,2.66,2756.622449,152.057466,2750.427166,300.000000,2703.094208,2810.150690,2600.000000,3000.000000,1.625663e-04,2.067111e-02,2.067111e-02,4.130734e-01,Mejor (+) *
3,ACO,3.35,2738.939224,139.488657,2750.427164,151.075109,2689.835536,2788.042913,2600.000011,3000.000003,9.831111e-05,3.118300e-03,6.236600e-03,8.917406e-04,Mejor (+) **
4,GWO,3.90,2783.773136,155.129897,2731.540320,291.575743,2729.163318,2838.382954,2600.379862,3096.947325,2.070772e-03,4.954077e-04,1.486223e-03,2.723090e-05,Mejor (+) **
5,WOA,4.52,2884.927506,278.984233,2766.785312,439.523100,2786.717693,2983.137319,2600.427758,3749.886529,1.776682e-03,4.004687e-08,2.002344e-07,2.765808e-07,Mejor (+) ***
6,PSO,4.65,2852.792613,154.209406,2781.733277,133.298254,2798.506832,2907.078394,2600.000000,3237.288235,4.874066e-04,4.004687e-08,2.002344e-07,3.647981e-07,Mejor (+) ***
