run,mejor_valor,n_switches,gap_optimo_pct,resultado_frente_optimo
1,2500.4636004213007,6,4.18598335088753,Peor que el óptimo
2,2612.6547977517325,5,8.860616572988857,Peor que el óptimo
3,2500.5088455554264,8,4.187868564809435,Peor que el óptimo
4,2500.695076787569,6,4.195628199482049,Peor que el óptimo
5,2500.441784210112,9,4.185074342088001,Peor que el óptimo
6,2500.4830087891787,9,4.186792032882447,Peor que el óptimo
7,2500.513584234757,6,4.188066009781551,Peor que el óptimo
8,2607.7792072536918,7,8.657466968903824,Peor que el óptimo
9,2500.42041058311,8,4.184183774296248,Peor que el óptimo
10,2500.677168384375,9,4.1948820160156215,Peor que el óptimo
11,2500.4476547269724,8,4.185318946957182,Peor que el óptimo
12,2500.2977397087834,7,4.179072487865976,Peor que el óptimo
13,2500.258225045165,7,4.177426043548546,Peor que el óptimo
14,2500.562183692065,5,4.190090987169374,Peor que el óptimo
15,2616.9591912367327,7,9.03996630153053,Peor que el óptimo
16,2500.499798142045,7,4.187491589251882,Peor que el óptimo
17,2500.276478984502,5,4.178186624354244,Peor que el óptimo
18,2632.5276220968317,7,9.68865092070132,Peor que el óptimo
19,2500.645525896397,7,4.193563579016541,Peor que el óptimo
20,2500.4205051281383,5,4.184187713672429,Peor que el óptimo
21,2500.545145184561,6,4.189381049356712,Peor que el óptimo
22,2500.360904013166,9,4.181704333881915,Peor que el óptimo
23,2500.376372187151,8,4.182348841131291,Peor que el óptimo
24,2500.8483180002986,5,4.202013250012442,Peor que el óptimo
25,2500.5326692354047,5,4.188861218141862,Peor que el óptimo
26,2608.971146173461,6,8.707131090560873,Peor que el óptimo
27,2500.7012425420135,5,4.1958851059172275,Peor que el óptimo
28,2500.4413273738223,6,4.185055307242597,Peor que el óptimo
29,2500.3256950228047,8,4.180237292616861,Peor que el óptimo
30,2619.9804680476645,5,9.165852835319356,Peor que el óptimo
31,2500.6844160679852,7,4.195184002832718,Peor que el óptimo
