iteracion,epoch,mh,tipo,fitness_best,fitness_instantaneo,dtw_ready,dtw_fire,D1_vs_ramp,D2_vs_const,dtw_delta,theta_c,theta_r,theta_delta,no_improve_len,trigger_streak,window_n,estado_dtw
1,1,EHO,poblacional,4966.829011680363,4966.829011680363,False,False,,,,,,,0,0,1,Llenando ventana
2,1,EHO,poblacional,4730.036953769259,4730.036953769259,False,False,,,,,,,0,0,2,Llenando ventana
3,1,EHO,poblacional,4589.988941526219,4589.988941526219,False,False,,,,,,,0,0,3,Llenando ventana
4,1,EHO,poblacional,4002.953521711067,4002.953521711067,False,False,,,,,,,0,0,4,Llenando ventana
5,1,EHO,poblacional,3667.6298091768954,3667.6298091768954,False,False,,,,,,,0,0,5,Llenando ventana
6,1,EHO,poblacional,3437.191282214085,3437.191282214085,False,False,,,,,,,0,0,6,Llenando ventana
7,1,EHO,poblacional,3280.0393603904213,3280.0393603904213,False,False,,,,,,,0,0,7,Llenando ventana
8,1,EHO,poblacional,3080.5620928568515,3080.5620928568515,False,False,,,,,,,0,0,8,Llenando ventana
9,1,EHO,poblacional,3080.5620928568515,3080.5620928568515,False,False,,,,,,,1,0,9,Llenando ventana
10,1,EHO,poblacional,2916.76604897192,2916.76604897192,False,False,,,,,,,0,0,10,Llenando ventana
11,1,EHO,poblacional,2916.76604897192,2916.76604897192,False,False,,,,,,,1,0,11,Llenando ventana
12,1,EHO,poblacional,2858.6805581495214,2858.6805581495214,False,False,,,,,,,0,0,12,Llenando ventana
13,1,EHO,poblacional,2858.6805581495214,2858.6805581495214,False,False,,,,,,,1,0,13,Llenando ventana
14,1,EHO,poblacional,2851.6877508315333,2851.6877508315333,False,False,,,,,,,0,0,14,Llenando ventana
15,1,EHO,poblacional,2843.645196363907,2843.645196363907,False,False,,,,,,,0,0,15,Llenando ventana
16,1,EHO,poblacional,2800.971689989888,2800.971689989888,False,False,,,,,,,0,0,16,Llenando ventana
17,1,EHO,poblacional,2797.745762178795,2797.745762178795,False,False,,,,,,,0,0,17,Llenando ventana
18,1,EHO,poblacional,2795.9776688972433,2795.9776688972433,False,False,,,,,,,0,0,18,Llenando ventana
19,1,EHO,poblacional,2795.173383398345,2795.173383398345,False,False,,,,,,,0,0,19,Llenando ventana
20,1,EHO,poblacional,2783.2772437583717,2783.2772437583717,False,False,,,,,,,0,0,20,Llenando ventana
21,1,EHO,poblacional,2780.6943461234223,2780.6943461234223,False,False,,,,,,,0,0,21,Llenando ventana
22,1,EHO,poblacional,2773.19587852831,2773.19587852831,False,False,,,,,,,0,0,22,Llenando ventana
23,1,EHO,poblacional,2773.19587852831,2773.19587852831,False,False,,,,,,,1,0,23,Llenando ventana
24,1,EHO,poblacional,2772.5208416144824,2772.5208416144824,False,False,,,,,,,0,0,24,Llenando ventana
25,1,EHO,poblacional,2766.4217217447867,2766.4217217447867,False,False,,,,,,,0,0,25,Llenando ventana
26,1,EHO,poblacional,2762.298395113551,2762.298395113551,False,False,,,,,,,0,0,26,Llenando ventana
27,1,EHO,poblacional,2758.3354115660754,2758.3354115660754,False,False,,,,,,,0,0,27,Llenando ventana
28,1,EHO,poblacional,2758.3354115660754,2758.3354115660754,False,False,,,,,,,1,0,28,Llenando ventana
29,1,EHO,poblacional,2756.7611566965625,2756.7611566965625,False,False,,,,,,,0,0,29,Llenando ventana
30,1,EHO,poblacional,2756.7611566965625,2756.7611566965625,False,False,,,,,,,1,0,30,Llenando ventana
31,1,EHO,poblacional,2756.303503358006,2756.303503358006,False,False,,,,,,,0,0,31,Llenando ventana
32,1,EHO,poblacional,2754.648684579263,2754.648684579263,False,False,,,,,,,0,0,32,Llenando ventana
33,1,EHO,poblacional,2753.856279750314,2753.856279750314,False,False,,,,,,,0,0,33,Llenando ventana
34,1,EHO,poblacional,2753.702824906163,2753.702824906163,False,False,,,,,,,0,0,34,Llenando ventana
35,1,EHO,poblacional,2751.402132276926,2751.402132276926,False,False,,,,,,,0,0,35,Llenando ventana
36,1,EHO,poblacional,2737.897654956076,2737.897654956076,False,False,,,,,,,0,0,36,Llenando ventana
37,1,EHO,poblacional,2737.897654956076,2737.897654956076,False,False,,,,,,,1,0,37,Llenando ventana
38,1,EHO,poblacional,2736.6596719393997,2736.6596719393997,False,False,,,,,,,0,0,38,Llenando ventana
39,1,EHO,poblacional,2732.5072698685335,2732.5072698685335,False,False,,,,,,,0,0,39,Llenando ventana
40,1,EHO,poblacional,2732.2405038017005,2732.2405038017005,True,False,2222.218463967156,2234.5885078786623,-12.3700439115064,4.0,20.0,12.0,0,0,40,Explotacion activa
41,1,EHO,poblacional,2729.1037752288553,2729.1037752288553,True,False,1989.672997443255,2000.9331785404033,-11.260181097148234,4.0,20.0,12.0,0,0,41,Explotacion activa
42,1,EHO,poblacional,2729.1037752288553,2729.1037752288553,True,False,1851.2206558415196,1860.8851662973634,-9.66451045584381,4.0,20.0,12.0,1,0,42,Explotacion activa
43,1,EHO,poblacional,2726.24356430815,2726.24356430815,True,False,1269.805143283285,1276.709957402917,-6.904814119632192,4.0,20.0,12.0,0,0,43,Explotacion activa
44,1,EHO,poblacional,2726.24356430815,2726.24356430815,True,False,936.6077505173189,941.3862448687455,-4.778494351426616,4.0,20.0,12.0,1,0,44,Explotacion activa
45,1,EHO,poblacional,2719.257847342365,2719.257847342365,True,False,714.2163413677781,717.9334348717198,-3.717093503941669,4.0,20.0,12.0,0,0,45,Explotacion activa
46,1,EHO,poblacional,2714.981578616638,2714.981578616638,True,False,562.0912284194715,565.0577817737831,-2.9665533543116,4.0,20.0,12.0,0,0,46,Explotacion activa
47,1,EHO,poblacional,2714.0344276969413,2714.0344276969413,True,False,364.5735859293918,366.52766515991016,-1.9540792305183459,4.0,20.0,12.0,0,0,47,Explotacion activa
48,1,EHO,poblacional,2698.2632383466316,2698.2632383466316,True,False,380.1006360967872,382.2988545102198,-2.1982184134326417,4.0,20.0,12.0,0,0,48,Explotacion activa
49,1,EHO,poblacional,2698.2632383466316,2698.2632383466316,True,False,217.3556708695046,218.50281062528848,-1.1471397557838827,510.230103594714,1444.2297970507552,-2.7360528720479125,1,0,49,Explotacion activa
50,1,EHO,poblacional,2668.907389526382,2668.907389526382,True,False,246.43347215372523,247.85865944553825,-1.4251872918130175,382.2988545102198,1269.805143283285,-2.1982184134326417,0,0,50,Explotacion activa
51,1,EHO,poblacional,2667.5605428159915,2667.5605428159915,True,False,190.02107524536132,191.12001533352986,-1.098940088168547,371.25902196500306,1169.8459254534948,-2.0273209853926346,0,0,51,Explotacion activa
52,1,EHO,poblacional,2650.0908186348975,2650.0908186348975,True,False,207.28605364265695,208.58973951462394,-1.3036858719669908,319.06006287416136,1069.8867076237048,-1.7425224550362153,0,0,52,Explotacion activa
53,1,EHO,poblacional,2646.159445118136,2646.159445118136,True,False,204.2437538026893,205.52830571339746,-1.28455191070816,244.92307456351327,969.9274897939154,-1.4130371498284149,0,0,53,Explotacion activa
54,1,EHO,poblacional,2645.68623522,2645.68623522,True,False,196.7217176367567,197.9589611439069,-1.2372435071501968,224.37398038933844,892.1294686874105,-1.3279861559361963,0,0,54,Explotacion activa
55,1,EHO,poblacional,2643.259803906563,2643.259803906563,True,False,156.72618679530478,157.71188608332523,-0.9856992880204416,213.5462750699562,825.4120459425485,-1.2941188913375754,0,0,55,Explotacion activa
56,1,EHO,poblacional,2643.259803906563,2643.259803906563,True,False,153.59766401216575,154.48595827223198,-0.8882942600662318,207.97745275437865,758.6946231976862,-1.2750902299965674,1,0,56,Explotacion activa
57,1,EHO,poblacional,2642.908867454239,2642.908867454239,True,False,152.18865583470688,153.0688014430043,-0.8801456082974255,205.8344490935201,699.0038300729473,-1.2419743475059932,0,0,57,Explotacion activa
58,1,EHO,poblacional,2631.220352084887,2631.220352084887,True,False,163.01030138340548,163.9530313134578,-0.9427299300523373,200.9866989717031,653.3662961884554,-1.1831812563304085,0,0,58,Explotacion activa
59,1,EHO,poblacional,2627.5608710866163,2627.5608710866163,True,False,154.8210035288912,155.71637267175538,-0.8953691428641832,195.9072774007938,607.7287623039633,-1.132679855499282,0,0,59,Explotacion activa
60,1,EHO,poblacional,2626.631934580409,2626.631934580409,True,False,153.17655267664168,154.06241154301324,-0.8858588663715636,191.12001533352986,562.0912284194715,-1.098940088168547,0,0,60,Explotacion activa
61,1,EHO,poblacional,2626.631934580409,2626.631934580409,True,False,145.7944832421731,146.56394394790095,-0.7694607057278517,172.10312651947942,507.49405072266603,-1.0196715280648734,1,0,61,Explotacion activa
62,1,EHO,poblacional,2625.0467899927285,2625.0467899927285,True,False,147.29723127650095,148.14908853558154,-0.8518572590805888,161.45657322140477,452.89687302586066,-0.9685115448331999,0,0,62,Explotacion activa
63,1,EHO,poblacional,2621.8145384683185,2621.8145384683185,True,False,149.83974190307208,150.70630314616392,-0.8665612430918372,157.51233474216824,398.2996953290552,-0.937993851333522,0,0,63,Explotacion activa
64,1,EHO,poblacional,2620.599556475989,2620.599556475989,True,False,144.98368781850013,145.82216526879756,-0.8384774502974324,156.11547535406936,376.99522606330805,-0.9048413003018142,0,0,64,Explotacion activa
65,1,EHO,poblacional,2619.1709475704383,2619.1709475704383,True,False,142.30446471973983,143.1274475431128,-0.8229828233729677,155.10116547199368,372.3371110130895,-0.8918317014652075,0,0,65,Explotacion activa
66,1,EHO,poblacional,2619.1709475704383,2619.1709475704383,True,False,138.43385055965837,139.1644639956371,-0.7306134359787393,154.40124892638823,367.6789959628709,-0.8878071813272982,1,0,66,Explotacion activa
67,1,EHO,poblacional,2615.9925526592756,2615.9925526592756,True,False,141.52438746808593,142.34285890679985,-0.8184714387139138,154.10476621593511,352.759574551825,-0.8861024057410305,0,0,67,Explotacion activa
68,1,EHO,poblacional,2615.4729366338865,2615.4729366338865,True,False,140.47581279731412,141.28822006267592,-0.8124072653617986,153.46624548300787,317.31754041912495,-0.8824309115270808,0,0,68,Explotacion activa
69,1,EHO,poblacional,2615.4729366338865,2615.4729366338865,True,False,140.47581279731594,141.28822006267592,-0.8124072653599796,152.3600519539522,281.87550628642487,-0.876070298735749,1,0,69,Explotacion activa
70,1,EHO,poblacional,2614.404109344034,2614.404109344034,True,False,141.08347249839153,141.8993940139717,-0.8159215155801576,150.70630314616392,246.43347215372523,-0.8665612430918372,0,0,70,Explotacion activa
71,1,EHO,poblacional,2612.981758815956,2612.981758815956,True,False,140.8523409401687,141.66692576330706,-0.8145848231383752,148.91625291875624,237.710131768459,-0.8562684542839634,0,0,71,Explotacion activa
