run,mejor_valor,n_switches
1,3233.5239495197457,7
2,11938.804716570783,8
3,2806.664309399442,8
4,2180.429719524079,8
5,4520.985191320902,6
6,3337.521131369022,5
7,2342.6348959647335,4
8,7569.456237979954,6
9,1887.6286368593107,6
10,7290.515306489488,6
11,3296.0993799378293,6
12,8132.604360869246,4
13,5277.123782216165,7
14,28094.454794137808,6
15,2327.7118864538643,6
16,24843.51927409715,6
17,10384.74977019282,6
18,14455.128701762198,6
19,4040.561075943979,7
20,12696.152423221587,7
21,9000.223954117373,6
22,4325.078368497927,6
23,23302.80636402576,6
24,1971.5688978070345,6
25,2504.9519101276696,8
26,4587.079805704698,8
27,5441.487607262969,10
28,7657.481299580777,6
29,15496.766297120777,8
30,11874.105691215786,6
31,2650.213078617365,7
