rank,algoritmo,mean_rank,media,std,mediana,iqr,ci95_low,ci95_high,min,max,shapiro_pvalue,wilcoxon_pvalue,mannwhitney_pvalue,significancia
1,PSO,2.45,6072.655463,4378.834972,4936.192250,5914.907450,4531.189986,7614.120939,1913.778295,18577.234499,3.629369e-04,2.464562e-02,3.175144e-01,Mejor (+) *
2,GWO,2.97,6580.523242,5707.866568,4522.050492,4360.583180,4571.203568,8589.842915,1858.967763,22006.179833,4.838878e-06,3.883800e-01,4.902885e-01,Similar (=) ns
3,WOA,3.06,7075.277721,4818.645448,6505.102586,5590.700697,5378.987349,8771.568092,2104.493098,22520.350086,7.881656e-04,7.352173e-01,9.663108e-01,Similar (=) ns
4,EHO,3.16,7224.060453,5193.457886,5075.460699,6054.257891,5395.826211,9052.294694,1851.440024,23139.820746,1.168831e-03,6.357008e-01,8.880392e-01,Similar (=) ns
5,Hybrid DTW,3.35,8047.355897,7001.361193,5277.123782,8109.333601,5582.691978,10512.019817,1887.628637,28094.454794,5.265248e-05,1.000000e+00,1.000000e+00,=
6,ACO,6.00,2721179.915380,2289209.391188,2327243.005641,2602465.955061,1915317.792930,3527042.037829,43902.959832,9833834.701688,3.730883e-03,9.313226e-10,1.401846e-11,Peor (-) ***
