run,mejor_valor,n_switches,gap_pct,tiempo_s
1,113918.0,21,1.6829495632961646,2664.90
2,112703.0,26,2.7315565988883903,1440.68
3,112132.0,26,3.2243587530638314,1841.30
4,113181.0,27,2.319018193116305,1361.26
5,113284.0,25,2.230123934131943,2019.88
6,113285.0,24,2.2292608830738425,2364.51
7,113284.0,27,2.230123934131943,1979.16
8,112816.0,27,2.634031829323023,1975.25
9,112578.0,28,2.8394379811509647,841.55
10,113974.0,26,1.634618704042531,2181.89
11,113199.0,28,2.303483274070494,2149.12
12,113631.0,28,1.930645216971036,1321.89
13,113216.0,28,2.2888114060827838,1406.84
14,112760.0,25,2.682362688576656,1017.45
15,113368.0,22,2.157627645251493,2218.54
16,113825.0,25,1.7632133116995201,1665.64
17,113180.0,24,2.319881244174405,1956.22
18,112732.0,28,2.706528118203473,1215.42
19,112738.0,26,2.7013498118548696,1528.74
20,112706.0,26,2.7289674457140882,1101.29
21,113396.0,23,2.1334622156246765,1926.05
22,113588.0,27,1.9677564124693616,1564.03
23,112690.0,29,2.742776262643698,1477.46
24,113246.0,27,2.262919874339766,1655.25
25,112671.0,26,2.7591742327476094,1503.87
26,113338.0,30,2.183519176994511,1381.48
27,113247.0,25,2.2620568232816654,1666.44
28,113199.0,27,2.303483274070494,1848.30
29,112600.0,27,2.8204508578727516,931.67
30,112757.0,25,2.684951841750958,1743.65
31,113326.0,27,2.193875789691718,1379.38
