run,mejor_valor,n_switches,gap_pct,tiempo_s
1,58226.0,28,1.8309954140814675,432.89
2,58220.0,27,1.8411114108443485,503.51
3,58149.0,27,1.9608173725384408,479.78
4,58107.0,28,2.031629349878608,503.09
5,57970.0,26,2.2626112759643915,459.98
6,58380.0,26,1.5713514971675209,359.55
7,58013.0,28,2.190113299163744,335.11
8,58346.0,27,1.6286754788238467,522.55
9,58053.0,28,2.1226733207445374,486.00
10,58347.0,26,1.6269894793633666,502.42
11,58271.0,27,1.7551254383598598,410.12
12,58204.0,26,1.8680874022120313,466.25
13,58011.0,28,2.193485298084705,436.65
14,58186.0,27,1.8984353925006745,405.66
15,58177.0,28,1.913609387644996,377.59
16,58092.0,26,2.0569193417858105,380.65
17,58075.0,26,2.0855813326139736,384.20
18,58417.0,26,1.5089695171297546,543.43
19,58176.0,26,1.915295387105476,525.31
20,58135.0,27,1.9844213649851632,513.91
21,58246.0,28,1.797275424871864,496.77
22,58197.0,27,1.8798893984353926,402.82
23,58383.0,26,1.5662934987860804,396.55
24,57802.0,28,2.5458591853250607,381.51
25,58296.0,28,1.7129754518478555,457.00
26,58546.0,27,1.2914755867278123,462.27
27,58656.0,26,1.1060156460749933,347.15
28,57786.0,27,2.5728351766927435,472.97
29,58177.0,27,1.913609387644996,449.00
30,57584.0,27,2.913407067709738,233.99
31,58828.0,27,0.8160237388724035,409.11
