instancia,n_runs,media_hibrido,mejor_hibrido,valor_optimo_bks,gap_medio_pct,gap_mejor_pct,comparadores,victorias_significativas,similares,derrotas_significativas,significancia_estadistica
mknapcb1_inst00,31,24014.354838709678,24253.0,24381.0,1.5038151072159573,0.5249989746113777,7,2,4,1,Mixta significativa (+2/=4/-1)
mknapcb2_inst00,31,57879.12903225807,58252.0,59312.0,2.4158196785506063,1.787159428108983,7,6,0,1,Mixta significativa (+6/=0/-1)
mknapcb3_inst00,31,116168.0,117793.0,120130.0,3.29809373179056,1.9453924914675769,7,6,0,1,Mixta significativa (+6/=0/-1)
mknapcb4_inst00,31,22682.90322580645,23055.0,23064.0,1.6523446678527074,0.03902185223725286,7,2,4,1,Mixta significativa (+2/=4/-1)
mknapcb5_inst00,31,57771.290322580644,58232.0,59187.0,2.3919267363092476,1.6135299981414837,7,5,1,1,Mixta significativa (+5/=1/-1)
mknapcb6_inst00,31,113874.35483870968,115029.0,117726.0,3.2717030743338964,2.2909127975128687,7,6,1,0,Favorable significativa (+6/=1/-0)
mknapcb7_inst00,31,21608.935483870966,21772.0,21946.0,1.535881327481237,0.7928551900118472,7,4,3,0,Favorable significativa (+4/=3/-0)
mknapcb8_inst00,31,55207.096774193546,55572.0,56693.0,2.6209641857133184,1.977316423544353,7,3,3,1,Mixta significativa (+3/=3/-1)
mknapcb9_inst00,31,112591.90322580645,113312.0,115868.0,2.8274387874076954,2.2059585045051264,7,6,0,1,Mixta significativa (+6/=0/-1)
