run,mejor_valor,n_switches,gap_optimo_pct,resultado_frente_optimo
1,2021.619112554504,5,1.0809556277252,Peor que el óptimo
2,2021.0028108392075,5,1.050140541960377,Peor que el óptimo
3,2022.6219927412774,8,1.131099637063869,Peor que el óptimo
4,2036.117055769199,6,1.8058527884599471,Peor que el óptimo
5,2023.1142429482284,5,1.1557121474114183,Peor que el óptimo
6,2020.7256109801717,5,1.0362805490085862,Peor que el óptimo
7,2020.3708105990002,7,1.0185405299500077,Peor que el óptimo
8,2001.4952077230994,6,0.07476038615496919,Peor que el óptimo
9,2023.1139475393531,5,1.1556973769676575,Peor que el óptimo
10,2024.3282644962342,6,1.2164132248117085,Peor que el óptimo
11,2021.5054385837886,7,1.0752719291894324,Peor que el óptimo
12,2029.7529089311151,8,1.4876454465557571,Peor que el óptimo
13,2021.4962766442425,5,1.0748138322121235,Peor que el óptimo
14,2020.891919887308,7,1.0445959943653975,Peor que el óptimo
15,2009.4559960444594,5,0.47279980222297124,Peor que el óptimo
16,2020.5871281967584,6,1.0293564098379193,Peor que el óptimo
17,2001.9911946326554,7,0.09955973163276895,Peor que el óptimo
18,2021.8901975037688,5,1.0945098751884417,Peor que el óptimo
19,2021.3178971705154,6,1.065894858525769,Peor que el óptimo
20,2028.6648733526138,5,1.4332436676306883,Peor que el óptimo
21,2035.6557661679794,7,1.7827883083989717,Peor que el óptimo
22,2001.6246709326408,5,0.08123354663204055,Peor que el óptimo
23,2021.9899664193706,6,1.09949832096853,Peor que el óptimo
24,2040.2786511582642,6,2.0139325579132104,Peor que el óptimo
25,2024.0303895802313,5,1.2015194790115629,Peor que el óptimo
26,2045.8730992680137,7,2.2936549634006838,Peor que el óptimo
27,2022.3838761907305,6,1.119193809536523,Peor que el óptimo
28,2019.9999929336966,6,0.9999996466848302,Peor que el óptimo
29,2029.10046921747,7,1.4550234608734969,Peor que el óptimo
30,2027.9483537511148,5,1.3974176875557418,Peor que el óptimo
31,2022.7011164832466,8,1.1350558241623276,Peor que el óptimo
