run,mejor_valor,n_switches,gap_pct,tiempo_s
1,58128.0,17,1.9962233612085245,137.15
2,58077.0,15,2.0822093336930134,189.84
3,57907.0,17,2.3688292419746424,158.98
4,57783.0,17,2.577893175074184,117.02
5,58162.0,16,1.9388993795521985,198.57
6,57689.0,16,2.7363771243593202,104.80
7,58012.0,18,2.1917992986242245,136.91
8,57409.0,17,3.2084569732937687,178.44
9,57730.0,18,2.667251146479633,173.50
10,57855.0,15,2.4565012139196116,145.35
11,58252.0,16,1.787159428108983,192.70
12,57988.0,17,2.2322632856757485,190.70
13,57809.0,17,2.5340571891016994,145.47
14,57886.0,14,2.4042352306447263,166.18
15,57977.0,15,2.2508092797410306,169.44
16,57647.0,16,2.8071891016994877,126.59
17,57782.0,16,2.5795791745346643,149.69
18,58229.0,15,1.825937415700027,211.27
19,57622.0,16,2.849339088211492,156.10
20,57961.0,17,2.2777852711087134,147.27
21,57544.0,17,2.9808470461289454,175.56
22,57750.0,17,2.6335311572700295,178.82
23,57642.0,17,2.8156190990018883,130.01
24,57786.0,15,2.5728351766927435,115.93
25,57937.0,15,2.3182492581602374,163.55
26,58138.0,17,1.9793633666037227,154.17
27,58130.0,15,1.992851362287564,155.88
28,57753.0,17,2.628473158888589,154.86
29,58062.0,17,2.107499325600216,159.05
30,57802.0,17,2.5458591853250607,143.61
31,57804.0,17,2.5424871864041005,125.53
