iteracion,epoch,mh,tipo,lcoe_best,lcoe_instantaneo,dtw_ready,dtw_fire,D1_vs_ramp,D2_vs_const,dtw_delta,theta_c,theta_r,theta_delta,no_improve_len,trigger_streak,window_n,estado_dtw
35,1,PSO,poblacional,0.2867225595734892,0.2867225595734892,False,False,,,0.14500000000000013,,,,0,0,0,Llenando ventana
36,1,PSO,poblacional,0.2867225595734892,0.2867225595734892,False,False,,,0.14500000000000013,,,,0,0,0,Llenando ventana
37,1,PSO,poblacional,0.2867225595734892,0.2867225595734892,False,False,,,0.14500000000000013,,,,0,0,0,Llenando ventana
38,1,PSO,poblacional,0.2867225595734892,0.2867225595734892,False,False,,,0.14500000000000013,,,,0,0,0,Llenando ventana
39,1,PSO,poblacional,0.2867225595734892,0.2867225595734892,False,False,,,0.14500000000000013,,,,0,0,0,Llenando ventana
40,1,PSO,poblacional,0.2867225595734892,0.2867225595734892,False,False,,,0.14500000000000013,,,,0,0,0,Llenando ventana
41,1,PSO,poblacional,0.2867225595734892,0.2867225595734892,False,False,,,0.14500000000000013,,,,0,0,0,Llenando ventana
42,2,SA,trayectoria,0.2867225595734892,0.2867225595734892,False,False,,,,,,,0,0,1,Llenando ventana
43,2,SA,trayectoria,0.2867225595734892,0.29313547376835347,False,False,,,,,,,1,0,2,Llenando ventana
44,2,SA,trayectoria,0.2867225595734892,0.2898773839569249,False,False,,,,,,,2,0,3,Llenando ventana
45,2,SA,trayectoria,0.2867225595734892,0.29709749050120143,False,False,,,,,,,3,0,4,Llenando ventana
46,2,SA,trayectoria,0.2867225595734892,0.29709749050120143,False,False,,,,,,,4,0,5,Llenando ventana
47,2,SA,trayectoria,0.2867225595734892,0.29447772365027985,False,False,,,,,,,5,0,6,Llenando ventana
48,2,SA,trayectoria,0.2867225595734892,0.2928729350072044,False,False,,,,,,,6,0,7,Llenando ventana
49,2,SA,trayectoria,0.2867225595734892,0.29546796422212834,False,False,,,,,,,7,0,8,Llenando ventana
50,2,SA,trayectoria,0.2867225595734892,0.29413735807694863,False,False,,,,,,,8,0,9,Llenando ventana
51,2,SA,trayectoria,0.2867225595734892,0.29413735807694863,False,False,,,,,,,9,0,10,Llenando ventana
52,2,SA,trayectoria,0.2867225595734892,0.2958802180451387,False,False,,,,,,,10,0,11,Llenando ventana
53,2,SA,trayectoria,0.2867225595734892,0.2887933542497319,False,False,,,,,,,11,0,12,Llenando ventana
54,2,SA,trayectoria,0.2867225595734892,0.28720833630799997,False,False,,,,,,,12,0,13,Llenando ventana
55,2,SA,trayectoria,0.28354301809598514,0.28354301809598514,False,False,,,,,,,0,0,14,Llenando ventana
56,2,SA,trayectoria,0.28354301809598514,0.2853853250408316,False,False,,,,,,,1,0,15,Llenando ventana
57,2,SA,trayectoria,0.28354301809598514,0.2853853250408316,False,False,,,,,,,2,0,16,Llenando ventana
58,2,SA,trayectoria,0.28354301809598514,0.28893873330974873,False,False,,,,,,,3,0,17,Llenando ventana
59,2,SA,trayectoria,0.28354301809598514,0.2849957195581309,False,False,,,,,,,4,0,18,Llenando ventana
60,2,SA,trayectoria,0.28354301809598514,0.28515208480216125,False,False,,,,,,,5,0,19,Llenando ventana
61,2,SA,trayectoria,0.28354301809598514,0.28667661444878856,False,False,,,,,,,6,0,20,Llenando ventana
62,2,SA,trayectoria,0.28354301809598514,0.29369217995125363,False,False,,,,,,,7,0,21,Llenando ventana
63,2,SA,trayectoria,0.28354301809598514,0.2955523753584987,False,False,,,,,,,8,0,22,Llenando ventana
64,2,SA,trayectoria,0.28354301809598514,0.2968876364927083,False,False,,,,,,,9,0,23,Llenando ventana
65,2,SA,trayectoria,0.28354301809598514,0.29558550455285915,False,False,,,,,,,10,0,24,Llenando ventana
66,2,SA,trayectoria,0.28354301809598514,0.29558550455285915,False,False,,,,,,,11,0,25,Llenando ventana
67,2,SA,trayectoria,0.28354301809598514,0.296747194844254,False,False,,,,,,,12,0,26,Llenando ventana
68,2,SA,trayectoria,0.28354301809598514,0.29605626438242355,False,False,,,,,,,13,0,27,Llenando ventana
69,2,SA,trayectoria,0.28354301809598514,0.29605626438242355,False,False,,,,,,,14,0,28,Llenando ventana
70,2,SA,trayectoria,0.28354301809598514,0.29605626438242355,False,False,,,,,,,15,0,29,Llenando ventana
71,2,SA,trayectoria,0.28354301809598514,0.29734726610548623,True,False,0.08140917044991924,0.05405220511756875,0.02735696533235049,3.0,15.0,9.0,16,0,30,Explotacion activa
72,2,SA,trayectoria,0.28354301809598514,0.2966024504440644,True,False,0.07858871192742328,0.0572317465950728,0.021356965332350486,3.0,15.0,9.0,17,0,31,Explotacion activa
73,2,SA,trayectoria,0.28354301809598514,0.2896279205727866,True,False,0.07643492007159403,0.06041128807257684,0.016023631999017185,3.0,15.0,9.0,18,0,32,Explotacion activa
74,2,SA,trayectoria,0.28354301809598514,0.28848470830031286,True,False,0.07494779488243136,0.06359082955008089,0.011356965332350477,3.0,15.0,9.0,19,0,33,Explotacion activa
75,2,SA,trayectoria,0.28354301809598514,0.28848470830031286,True,False,0.0741273363599354,0.06677037102758493,0.0073569653323504736,3.0,15.0,9.0,20,0,34,Explotacion activa
76,2,SA,trayectoria,0.28354301809598514,0.2868287971002017,True,False,0.07397354450410615,0.06994991250508897,0.004023631999017174,3.0,15.0,9.0,21,0,35,Explotacion activa
77,2,SA,trayectoria,0.28354301809598514,0.2869712234526425,True,False,0.07397354450410615,0.07312945398259302,0.00084409052151313,3.0,15.0,9.0,22,0,36,Explotacion activa
78,2,SA,trayectoria,0.28354301809598514,0.2847566746891701,True,False,0.07397354450410615,0.07630899546009706,-0.0023354509559909142,3.0,15.0,9.0,23,0,37,Explotacion activa
79,2,SA,trayectoria,0.28354301809598514,0.2847566746891701,True,False,0.07397354450410615,0.0794885369376011,-0.0055149924334949585,3.0,15.0,9.0,24,0,38,Explotacion activa
80,2,SA,trayectoria,0.28354301809598514,0.2860111726462269,True,False,0.07412733635993546,0.08266807841510515,-0.008540742055169692,0.06263696710682967,0.07539393243918016,0.01275696533235049,25,0,39,Explotacion activa
81,2,SA,trayectoria,0.28354301809598514,0.28735518064861365,True,False,0.07428112821576477,0.0858476198926092,-0.011566491676844426,0.06359082955008089,0.07494779488243136,0.011356965332350477,26,0,40,Explotacion activa
82,2,SA,trayectoria,0.28354301809598514,0.2854374781288968,True,False,0.07443492007159408,0.08902716137011324,-0.01459224129851916,0.0645446919933321,0.07479393243918017,0.010156965332350474,27,0,41,Explotacion activa
83,2,SA,trayectoria,0.28354301809598514,0.28513554563345617,True,False,0.07494779488243142,0.09220670284761728,-0.017258907965185866,0.06549855443658331,0.07494779488243139,0.008956965332350469,28,0,42,Explotacion activa
84,2,SA,trayectoria,0.28354301809598514,0.2843512837836511,True,False,0.14500000000000007,0.0,0.14500000000000007,0.06327287540233048,0.07509650740134768,0.011823631999017146,29,1,43,Explotacion activa
85,2,SA,trayectoria,0.28354301809598514,0.28481317283026614,True,False,0.14500000000000007,0.0,0.14500000000000007,0.06104719636807765,0.07613749503376151,0.015090298665683838,30,2,44,Explotacion activa
86,2,SA,trayectoria,0.28354301809598514,0.2869534445626439,True,True,0.14500000000000007,0.0,0.14500000000000007,0.05882151733382482,0.07751181599950865,0.018690298665683835,31,3,45,ESTANCAMIENTO (Fire)
87,3,ACO,poblacional,0.28354301809598514,0.2954136841263667,False,False,,,,,,,0,0,1,Llenando ventana
88,3,ACO,poblacional,0.28354301809598514,0.2954136841263667,False,False,,,,,,,1,0,2,Llenando ventana
89,3,ACO,poblacional,0.28354301809598514,0.2954136841263667,False,False,,,,,,,2,0,3,Llenando ventana
90,3,ACO,poblacional,0.28354301809598514,0.296438794920199,False,False,,,,,,,3,0,4,Llenando ventana
91,3,ACO,poblacional,0.28354301809598514,0.29173403966050543,False,False,,,,,,,4,0,5,Llenando ventana
92,3,ACO,poblacional,0.28354301809598514,0.2895372936344065,False,False,,,,,,,5,0,6,Llenando ventana
93,3,ACO,poblacional,0.28354301809598514,0.2954136841263667,False,False,,,,,,,6,0,7,Llenando ventana
94,3,ACO,poblacional,0.28354301809598514,0.2965443067152309,False,False,,,,,,,7,0,8,Llenando ventana
95,3,ACO,poblacional,0.28354301809598514,0.29566114436205215,False,False,,,,,,,8,0,9,Llenando ventana
96,3,ACO,poblacional,0.28354301809598514,0.2894662170018123,False,False,,,,,,,9,0,10,Llenando ventana
97,3,ACO,poblacional,0.28354301809598514,0.2927493211797943,False,False,,,,,,,10,0,11,Llenando ventana
98,3,ACO,poblacional,0.28354301809598514,0.29462431539483175,False,False,,,,,,,11,0,12,Llenando ventana
99,3,ACO,poblacional,0.28354301809598514,0.2900880177506695,False,False,,,,,,,12,0,13,Llenando ventana
100,3,ACO,poblacional,0.28354301809598514,0.28681037345808746,False,False,,,,,,,13,0,14,Llenando ventana
101,3,ACO,poblacional,0.28354301809598514,0.28828319764727567,False,False,,,,,,,14,0,15,Llenando ventana
102,3,ACO,poblacional,0.2754374171900145,0.2754374171900145,False,False,,,,,,,0,0,16,Llenando ventana
103,3,ACO,poblacional,0.2754374171900145,0.2876622142674067,False,False,,,,,,,1,0,17,Llenando ventana
104,3,ACO,poblacional,0.2754374171900145,0.28937379068987434,False,False,,,,,,,2,0,18,Llenando ventana
105,3,ACO,poblacional,0.2754374171900145,0.28863155202732915,False,False,,,,,,,3,0,19,Llenando ventana
106,3,ACO,poblacional,0.2754374171900145,0.2867225595734892,False,False,,,,,,,4,0,20,Llenando ventana
107,3,ACO,poblacional,0.2754374171900145,0.28899064011549636,False,False,,,,,,,5,0,21,Llenando ventana
108,3,ACO,poblacional,0.2754374171900145,0.28941017310008343,False,False,,,,,,,6,0,22,Llenando ventana
109,3,ACO,poblacional,0.2754374171900145,0.29306482150678387,False,False,,,,,,,7,0,23,Llenando ventana
110,3,ACO,poblacional,0.2754374171900145,0.28822231909827406,False,False,,,,,,,8,0,24,Llenando ventana
111,3,ACO,poblacional,0.2754374171900145,0.288049688489981,False,False,,,,,,,9,0,25,Llenando ventana
112,3,ACO,poblacional,0.2754374171900145,0.28822777926154874,False,False,,,,,,,10,0,26,Llenando ventana
113,3,ACO,poblacional,0.2754374171900145,0.287285287526926,False,False,,,,,,,11,0,27,Llenando ventana
114,3,ACO,poblacional,0.2754374171900145,0.2876839866136977,False,False,,,,,,,12,0,28,Llenando ventana
115,3,ACO,poblacional,0.2754374171900145,0.2867225595734892,False,False,,,,,,,13,0,29,Llenando ventana
116,3,ACO,poblacional,0.2754374171900145,0.2867225595734892,True,False,0.0537392063417943,0.12158401358955934,-0.06784480724776504,3.0,15.0,9.0,14,0,30,Explotacion activa
117,3,ACO,poblacional,0.2754374171900145,0.2869440282747422,True,False,0.0537392063417943,0.12968961449552996,-0.07595040815373566,3.0,15.0,9.0,15,0,31,Explotacion activa
118,3,ACO,poblacional,0.2754374171900145,0.2867225595734892,True,False,0.0537392063417943,0.13779521540150058,-0.08405600905970628,3.0,15.0,9.0,16,0,32,Explotacion activa
119,3,ACO,poblacional,0.2754374171900145,0.2867225595734892,True,False,0.053844807247764914,0.1459008163074712,-0.09205600905970629,3.0,15.0,9.0,17,0,33,Explotacion activa
120,3,ACO,poblacional,0.2754374171900145,0.2871729879713453,True,False,0.05395040815373553,0.15400641721344183,-0.1000560090597063,3.0,15.0,9.0,18,0,34,Explotacion activa
121,3,ACO,poblacional,0.2754374171900145,0.2890215373550682,True,False,0.054056009059706145,0.16211201811941245,-0.1080560090597063,3.0,15.0,9.0,19,0,35,Explotacion activa
122,3,ACO,poblacional,0.2754374171900145,0.2867225595734892,True,False,0.05416160996567676,0.17021761902538307,-0.11605600905970631,3.0,15.0,9.0,20,0,36,Explotacion activa
123,3,ACO,poblacional,0.2754374171900145,0.2867225595734892,True,False,0.05493387753831408,0.1783232199313537,-0.12338934239303961,3.0,15.0,9.0,21,0,37,Explotacion activa
124,3,ACO,poblacional,0.2754374171900145,0.28695719108204865,True,False,0.05637281177761799,0.18642882083732432,-0.13005600905970632,3.0,15.0,9.0,22,0,38,Explotacion activa
125,3,ACO,poblacional,0.2754374171900145,0.28730836158564904,True,False,0.05847841268358861,0.19453442174329494,-0.13605600905970633,0.14346913603568,0.05439329023746796,-0.08965600905970629,23,0,39,Explotacion activa
126,3,ACO,poblacional,0.2754374171900145,0.28681742299448887,True,False,0.06125068025622593,0.20264002264926556,-0.14138934239303963,0.1459008163074712,0.05493387753831408,-0.09205600905970629,24,0,40,Explotacion activa
127,3,ACO,poblacional,0.2754374171900145,0.2877542217309593,True,False,0.06468961449552985,0.21074562355523618,-0.14605600905970634,0.1483324965792624,0.055941131505826816,-0.0944560090597063,25,0,41,Explotacion activa
128,3,ACO,poblacional,0.2754374171900145,0.2867225595734892,True,False,0.06879521540150046,0.2188512244612068,-0.15005600905970634,0.1507641768510536,0.05721505214000624,-0.0968560090597063,26,0,42,Explotacion activa
129,3,ACO,poblacional,0.2754374171900145,0.2867225595734892,True,False,0.07356748297413779,0.22695682536717743,-0.15338934239303964,0.15319585712284475,0.05875563944085234,-0.0992560090597063,27,0,43,Explotacion activa
130,3,ACO,poblacional,0.2754374171900145,0.2867225595734892,True,False,0.0790064172134417,0.23506242627314805,-0.15605600905970635,0.15562753739463595,0.060696226741698465,-0.1016560090597063,28,0,44,Explotacion activa
131,3,ACO,poblacional,0.2754374171900145,0.2867225595734892,True,False,0.14500000000000013,0.0,0.14500000000000013,0.14995361676045652,0.06297014737587789,-0.0960560090597063,29,1,45,Explotacion activa
132,3,ACO,poblacional,0.2754374171900145,0.28672474796357517,True,False,0.14500000000000013,0.0,0.14500000000000013,0.14427969612627708,0.06551073467672397,-0.0904560090597063,30,2,46,Explotacion activa
133,3,ACO,poblacional,0.2754374171900145,0.2867225595734892,True,True,0.14500000000000013,0.0,0.14500000000000013,0.13860577549209763,0.0683846553109034,-0.08485600905970629,31,3,47,ESTANCAMIENTO (Fire)
134,4,SA,trayectoria,0.2754374171900145,0.2754374171900145,False,False,,,,,,,0,0,1,Llenando ventana
135,4,SA,trayectoria,0.2754374171900145,0.27949610323031276,False,False,,,,,,,1,0,2,Llenando ventana
136,4,SA,trayectoria,0.2754374171900145,0.27949610323031276,False,False,,,,,,,2,0,3,Llenando ventana
137,4,SA,trayectoria,0.2754374171900145,0.27820883695523446,False,False,,,,,,,3,0,4,Llenando ventana
138,4,SA,trayectoria,0.2754374171900145,0.2776294171535406,False,False,,,,,,,4,0,5,Llenando ventana
139,4,SA,trayectoria,0.2754374171900145,0.2776294171535406,False,False,,,,,,,5,0,6,Llenando ventana
140,4,SA,trayectoria,0.2754374171900145,0.2768074615745749,False,False,,,,,,,6,0,7,Llenando ventana
141,4,SA,trayectoria,0.2754374171900145,0.2838959109049642,False,False,,,,,,,7,0,8,Llenando ventana
142,4,SA,trayectoria,0.2754374171900145,0.2838959109049642,False,False,,,,,,,8,0,9,Llenando ventana
143,4,SA,trayectoria,0.2754374171900145,0.2816914290309004,False,False,,,,,,,9,0,10,Llenando ventana
144,4,SA,trayectoria,0.2754374171900145,0.28877974769305176,False,False,,,,,,,10,0,11,Llenando ventana
145,4,SA,trayectoria,0.2754374171900145,0.2816914290309004,False,False,,,,,,,11,0,12,Llenando ventana
146,4,SA,trayectoria,0.2754374171900145,0.27935967368013676,False,False,,,,,,,12,0,13,Llenando ventana
147,4,SA,trayectoria,0.2754374171900145,0.27935967368013676,False,False,,,,,,,13,0,14,Llenando ventana
148,4,SA,trayectoria,0.2754374171900145,0.27935967368013676,False,False,,,,,,,14,0,15,Llenando ventana
149,4,SA,trayectoria,0.2754374171900145,0.280860496243423,False,False,,,,,,,15,0,16,Llenando ventana
150,4,SA,trayectoria,0.2754374171900145,0.28306054839762557,False,False,,,,,,,16,0,17,Llenando ventana
151,4,SA,trayectoria,0.2754374171900145,0.2833362969479172,False,False,,,,,,,17,0,18,Llenando ventana
152,4,SA,trayectoria,0.2754374171900145,0.29048296600518436,False,False,,,,,,,18,0,19,Llenando ventana
153,4,SA,trayectoria,0.2754374171900145,0.2896495950923428,False,False,,,,,,,19,0,20,Llenando ventana
154,4,SA,trayectoria,0.2754374171900145,0.2889235883902517,False,False,,,,,,,20,0,21,Llenando ventana
155,4,SA,trayectoria,0.2754374171900145,0.29156879595596424,False,False,,,,,,,21,0,22,Llenando ventana
156,4,SA,trayectoria,0.2754374171900145,0.2910550230166804,False,False,,,,,,,22,0,23,Llenando ventana
157,4,SA,trayectoria,0.2754374171900145,0.2908204262041663,False,False,,,,,,,23,0,24,Llenando ventana
158,4,SA,trayectoria,0.2754374171900145,0.29063847327247516,False,False,,,,,,,24,0,25,Llenando ventana
159,4,SA,trayectoria,0.2754374171900145,0.29063847327247516,False,False,,,,,,,25,0,26,Llenando ventana
160,4,SA,trayectoria,0.2754374171900145,0.290523444173555,False,False,,,,,,,26,0,27,Llenando ventana
161,4,SA,trayectoria,0.2754374171900145,0.290523444173555,False,False,,,,,,,27,0,28,Llenando ventana
162,4,SA,trayectoria,0.2754374171900145,0.290523444173555,False,False,,,,,,,28,0,29,Llenando ventana
163,4,SA,trayectoria,0.2754374171900145,0.291487741222179,True,False,0.14500000000000013,0.0,0.14500000000000013,3.0,15.0,9.0,29,0,30,Explotacion activa
164,4,SA,trayectoria,0.2754374171900145,0.29315295254324464,True,False,0.14500000000000013,0.0,0.14500000000000013,3.0,15.0,9.0,30,0,31,Explotacion activa
165,4,SA,trayectoria,0.2754374171900145,0.2937652183277589,True,False,0.14500000000000013,0.0,0.14500000000000013,3.0,15.0,9.0,31,0,32,Explotacion activa
166,4,SA,trayectoria,0.2754374171900145,0.30120257164944025,True,False,0.14500000000000013,0.0,0.14500000000000013,3.0,15.0,9.0,32,0,33,Explotacion activa
167,4,SA,trayectoria,0.2754374171900145,0.30355033076954285,True,False,0.14500000000000013,0.0,0.14500000000000013,3.0,15.0,9.0,33,0,34,Explotacion activa
168,4,SA,trayectoria,0.2754374171900145,0.30538452847128456,True,False,0.14500000000000013,0.0,0.14500000000000013,3.0,15.0,9.0,34,0,35,Explotacion activa
169,4,SA,trayectoria,0.2754374171900145,0.30763942193620164,True,False,0.14500000000000013,0.0,0.14500000000000013,3.0,15.0,9.0,35,0,36,Explotacion activa
170,4,SA,trayectoria,0.2754374171900145,0.30763942193620164,True,False,0.14500000000000013,0.0,0.14500000000000013,3.0,15.0,9.0,36,0,37,Explotacion activa
171,4,SA,trayectoria,0.2754374171900145,0.3001042208120886,True,False,0.14500000000000013,0.0,0.14500000000000013,3.0,15.0,9.0,37,0,38,Explotacion activa
172,4,SA,trayectoria,0.2754374171900145,0.2978494718323482,True,False,0.14500000000000013,0.0,0.14500000000000013,0.0,0.14500000000000013,0.14500000000000013,38,1,39,Explotacion activa
173,4,SA,trayectoria,0.2754374171900145,0.29555932974062377,True,False,0.14500000000000013,0.0,0.14500000000000013,0.0,0.14500000000000013,0.14500000000000013,39,2,40,Explotacion activa
174,4,SA,trayectoria,0.2754374171900145,0.2978494718323482,True,True,0.14500000000000013,0.0,0.14500000000000013,0.0,0.14500000000000013,0.14500000000000013,40,3,41,ESTANCAMIENTO (Fire)
175,5,ACO,poblacional,0.2754374171900145,0.28807370998557646,False,False,,,,,,,0,0,1,Llenando ventana
176,5,ACO,poblacional,0.2754374171900145,0.2954136841263667,False,False,,,,,,,1,0,2,Llenando ventana
177,5,ACO,poblacional,0.2754374171900145,0.29109514102699013,False,False,,,,,,,2,0,3,Llenando ventana
178,5,ACO,poblacional,0.2754374171900145,0.2867225595734892,False,False,,,,,,,3,0,4,Llenando ventana
179,5,ACO,poblacional,0.2754374171900145,0.2954136841263667,False,False,,,,,,,4,0,5,Llenando ventana
180,5,ACO,poblacional,0.2754374171900145,0.2954136841263667,False,False,,,,,,,5,0,6,Llenando ventana
181,5,ACO,poblacional,0.2754374171900145,0.2954136841263667,False,False,,,,,,,6,0,7,Llenando ventana
182,5,ACO,poblacional,0.2754374171900145,0.28802840857096423,False,False,,,,,,,7,0,8,Llenando ventana
183,5,ACO,poblacional,0.2754374171900145,0.2954136841263667,False,False,,,,,,,8,0,9,Llenando ventana
184,5,ACO,poblacional,0.2754374171900145,0.29722691767422654,False,False,,,,,,,9,0,10,Llenando ventana
185,5,ACO,poblacional,0.2754374171900145,0.2954136841263667,False,False,,,,,,,10,0,11,Llenando ventana
186,5,ACO,poblacional,0.2754374171900145,0.29029757194933353,False,False,,,,,,,11,0,12,Llenando ventana
187,5,ACO,poblacional,0.2754374171900145,0.27843214380450787,False,False,,,,,,,12,0,13,Llenando ventana
188,5,ACO,poblacional,0.2754374171900145,0.27751949459954584,False,False,,,,,,,13,0,14,Llenando ventana
189,5,ACO,poblacional,0.2720046244516426,0.2720046244516426,False,False,,,,,,,0,0,15,Llenando ventana
190,5,ACO,poblacional,0.2720046244516426,0.2954136841263667,False,False,,,,,,,1,0,16,Llenando ventana
191,5,ACO,poblacional,0.2720046244516426,0.29426175203395605,False,False,,,,,,,2,0,17,Llenando ventana
192,5,ACO,poblacional,0.2720046244516426,0.27405865517999534,False,False,,,,,,,3,0,18,Llenando ventana
193,5,ACO,poblacional,0.2720046244516426,0.2815243573206031,False,False,,,,,,,4,0,19,Llenando ventana
194,5,ACO,poblacional,0.2720046244516426,0.29318148385219983,False,False,,,,,,,5,0,20,Llenando ventana
195,5,ACO,poblacional,0.2720046244516426,0.2911101089791822,False,False,,,,,,,6,0,21,Llenando ventana
196,5,ACO,poblacional,0.2720046244516426,0.281195196256144,False,False,,,,,,,7,0,22,Llenando ventana
197,5,ACO,poblacional,0.2720046244516426,0.2889440259184565,False,False,,,,,,,8,0,23,Llenando ventana
198,5,ACO,poblacional,0.2720046244516426,0.29109514102699013,False,False,,,,,,,9,0,24,Llenando ventana
199,5,ACO,poblacional,0.2720046244516426,0.2843119837740425,False,False,,,,,,,10,0,25,Llenando ventana
200,5,ACO,poblacional,0.2720046244516426,0.2954136841263667,False,False,,,,,,,11,0,26,Llenando ventana
201,5,ACO,poblacional,0.2720046244516426,0.29668457471509924,False,False,,,,,,,12,0,27,Llenando ventana
202,5,ACO,poblacional,0.2720046244516426,0.28979800905864866,False,False,,,,,,,13,0,28,Llenando ventana
203,5,ACO,poblacional,0.2720046244516426,0.2775682545281671,False,False,,,,,,,14,0,29,Llenando ventana
204,5,ACO,poblacional,0.2720046244516426,0.2954136841263667,True,False,0.07977693797093333,0.05492468381395099,0.024852254156982334,3.0,15.0,9.0,15,0,30,Explotacion activa
205,5,ACO,poblacional,0.2720046244516426,0.27920545582917145,True,False,0.07654306404263855,0.05835747655232293,0.018185587490315624,3.0,15.0,9.0,16,0,31,Explotacion activa
206,5,ACO,poblacional,0.2720046244516426,0.2791130962222939,True,False,0.07397585678101049,0.061790269290694866,0.01218558749031562,3.0,15.0,9.0,17,0,32,Explotacion activa
207,5,ACO,poblacional,0.27035021324730224,0.27035021324730224,True,False,0.06545767136868774,0.06687747323340715,-0.0014198018647194055,3.0,15.0,9.0,0,0,33,Explotacion activa
208,5,ACO,poblacional,0.27035021324730224,0.2745786158906157,True,False,0.06256938623605263,0.07196467717611943,-0.009395290940066803,3.0,15.0,9.0,1,0,34,Explotacion activa
209,5,ACO,poblacional,0.26778582123066164,0.26778582123066164,True,False,0.0500901997035218,0.07961627313547232,-0.029526073431950517,3.0,15.0,9.0,0,0,35,Explotacion activa
210,5,ACO,poblacional,0.26778582123066164,0.27604296974708914,True,False,0.04597085588757943,0.0872678690948252,-0.04129701320724577,3.0,15.0,9.0,1,0,36,Explotacion activa
211,5,ACO,poblacional,0.2676690370223244,0.2676690370223244,True,False,0.041384375238288196,0.0950362492625153,-0.05365187402422711,3.0,15.0,9.0,0,0,37,Explotacion activa
