======================================================================================================================================================================================
  HISTORIAL DETALLADO DE TODAS LAS MÉTRICAS DTW POR ITERACIÓN — MEJOR RUN (#01)
======================================================================================================================================================================================

    Iter  Epoch  MH      Tipo               LCOE Best       LCOE Inst   Ready    Fire       D1 (Ramp)      D2 (Const)       Delta DTW       theta_c       theta_r     theta_delta  no_imp  streak   n_win  Estado DTW              
  ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       1      1  PSO     poblacional         0.294437        0.294437   False   False              --              --              --            --            --              --       0       0       0  Llenando ventana (W=0)  
       2      1  PSO     poblacional         0.291095        0.291095   False   False              --              --              --            --            --              --       0       0       0  Llenando ventana (W=0)  
       3      1  PSO     poblacional         0.286723        0.286723   False   False              --              --              --            --            --              --       0       0       0  Llenando ventana (W=0)  
       4      1  PSO     poblacional         0.286723        0.286723   False   False              --              --              --            --            --              --       0       0       0  Llenando ventana (W=0)  
       5      1  PSO     poblacional         0.286723        0.286723   False   False              --              --              --            --            --              --       0       0       0  Llenando ventana (W=0)  
       6      1  PSO     poblacional         0.286723        0.286723   False   False              --              --              --            --            --              --       0       0       0  Llenando ventana (W=0)  
       7      1  PSO     poblacional         0.286723        0.286723   False   False              --              --              --            --            --              --       0       0       0  Llenando ventana (W=0)  
       8      1  PSO     poblacional         0.286723        0.286723   False   False              --              --              --            --            --              --       0       0       0  Llenando ventana (W=0)  
       9      1  PSO     poblacional         0.286723        0.286723   False   False              --              --              --            --            --              --       0       0       0  Llenando ventana (W=0)  
      10      1  PSO     poblacional         0.286723        0.286723   False   False              --              --              --            --            --              --       0       0       0  Llenando ventana (W=0)  
      11      1  PSO     poblacional         0.286723        0.286723   False   False              --              --              --            --            --              --       0       0       0  Llenando ventana (W=0)  
      12      1  PSO     poblacional         0.286723        0.286723   False   False              --              --              --            --            --              --       0       0       0  Llenando ventana (W=0)  
      13      1  PSO     poblacional         0.286723        0.286723   False   False              --              --              --            --            --              --       0       0       0  Llenando ventana (W=0)  
      14      1  PSO     poblacional         0.286723        0.286723   False   False              --              --              --            --            --              --       0       0       0  Llenando ventana (W=0)  
      15      1  PSO     poblacional         0.286723        0.286723   False   False              --              --              --            --            --              --       0       0       0  Llenando ventana (W=0)  
      16      1  PSO     poblacional         0.286723        0.286723   False   False              --              --              --            --            --              --       0       0       0  Llenando ventana (W=0)  
      17      1  PSO     poblacional         0.286723        0.286723   False   False              --              --              --            --            --              --       0       0       0  Llenando ventana (W=0)  
      18      1  PSO     poblacional         0.286723        0.286723   False   False              --              --              --            --            --              --       0       0       0  Llenando ventana (W=0)  
      19      1  PSO     poblacional         0.286723        0.286723   False   False              --              --              --            --            --              --       0       0       0  Llenando ventana (W=0)  
      20      1  PSO     poblacional         0.286723        0.286723   False   False              --              --              --            --            --              --       0       0       0  Llenando ventana (W=0)  
      21      1  PSO     poblacional         0.286723        0.286723   False   False              --              --              --            --            --              --       0       0       0  Llenando ventana (W=0)  
      22      1  PSO     poblacional         0.286723        0.286723   False   False              --              --              --            --            --              --       0       0       0  Llenando ventana (W=0)  
      23      1  PSO     poblacional         0.286723        0.286723   False   False              --              --              --            --            --              --       0       0       0  Llenando ventana (W=0)  
      24      1  PSO     poblacional         0.286723        0.286723   False   False              --              --              --            --            --              --       0       0       0  Llenando ventana (W=0)  
      25      1  PSO     poblacional         0.286723        0.286723   False   False              --              --              --            --            --              --       0       0       0  Llenando ventana (W=0)  
      26      1  PSO     poblacional         0.286723        0.286723   False   False              --              --              --            --            --              --       0       0       0  Llenando ventana (W=0)  
      27      1  PSO     poblacional         0.286723        0.286723   False   False              --              --              --            --            --              --       0       0       0  Llenando ventana (W=0)  
      28      1  PSO     poblacional         0.286723        0.286723   False   False              --              --              --            --            --              --       0       0       0  Llenando ventana (W=0)  
      29      1  PSO     poblacional         0.286723        0.286723   False   False              --              --              --            --            --              --       0       0       0  Llenando ventana (W=0)  
      30      1  PSO     poblacional         0.286723        0.286723   False   False              --              --       -0.150576            --            --              --       0       0       0  Llenando ventana (W=0)  
      31      1  PSO     poblacional         0.286723        0.286723   False   False              --              --       -0.064589            --            --              --       0       0       0  Llenando ventana (W=0)  
      32      1  PSO     poblacional         0.286723        0.286723   False   False              --              --       +0.145000            --            --              --       0       0       0  Llenando ventana (W=0)  
      33      1  PSO     poblacional         0.286723        0.286723   False   False              --              --       +0.145000            --            --              --       0       0       0  Llenando ventana (W=0)  
      34      1  PSO     poblacional         0.286723        0.286723   False   False              --              --       +0.145000            --            --              --       0       0       0  Llenando ventana (W=0)  
      35      1  PSO     poblacional         0.286723        0.286723   False   False              --              --       +0.145000            --            --              --       0       0       0  Llenando ventana (W=0)  
      36      1  PSO     poblacional         0.286723        0.286723   False   False              --              --       +0.145000            --            --              --       0       0       0  Llenando ventana (W=0)  
      37      1  PSO     poblacional         0.286723        0.286723   False   False              --              --       +0.145000            --            --              --       0       0       0  Llenando ventana (W=0)  
      38      1  PSO     poblacional         0.286723        0.286723   False   False              --              --       +0.145000            --            --              --       0       0       0  Llenando ventana (W=0)  
      39      1  PSO     poblacional         0.286723        0.286723   False   False              --              --       +0.145000            --            --              --       0       0       0  Llenando ventana (W=0)  
      40      1  PSO     poblacional         0.286723        0.286723   False   False              --              --       +0.145000            --            --              --       0       0       0  Llenando ventana (W=0)  
      41      1  PSO     poblacional         0.286723        0.286723   False   False              --              --       +0.145000            --            --              --       0       0       0  Llenando ventana (W=0)  
      42      2  SA      trayectoria         0.286723        0.286723   False   False              --              --              --            --            --              --       0       0       1  Llenando ventana (W=1)  
