rank,algoritmo,mean_rank,media,std,mediana,iqr,ci95_low,ci95_high,min,max,shapiro_pvalue,wilcoxon_pvalue,mannwhitney_pvalue,significancia
1,GA,2.35,55568.774194,200.728458,55558.000000,309.500000,55498.112479,55639.435908,55074.000000,55955.000000,7.296062e-01,1.212731e-02,5.922372e-02,Mejor (+) *
2,WOA,2.77,55490.451613,137.046668,55496.000000,164.000000,55442.207569,55538.695657,55262.000000,55763.000000,3.917576e-01,4.804932e-01,6.574141e-01,Similar (=) ns
3,Hybrid DTW,3.00,55451.129032,244.734787,55499.000000,227.000000,55364.975928,55537.282136,54981.000000,55988.000000,1.180811e-01,1.000000e+00,1.000000e+00,=
4,GWO,3.02,55469.000000,129.752585,55466.000000,146.500000,55423.323666,55514.676334,55260.000000,55863.000000,2.125173e-01,8.543896e-01,9.943832e-01,Similar (=) ns
5,SA,3.98,55352.032258,201.486225,55359.000000,179.500000,55281.103789,55422.960727,54926.000000,55822.000000,5.272076e-01,6.062360e-02,5.288575e-02,Similar (=) ns
6,EHO,6.26,54862.032258,240.297660,54819.000000,226.000000,54777.441140,54946.623376,54427.000000,55472.000000,4.942059e-01,1.429365e-06,7.634960e-10,Peor (-) ***
7,PSO,6.61,54745.677419,118.372685,54744.000000,122.000000,54704.007110,54787.347728,54541.000000,55116.000000,1.346206e-01,1.173503e-06,2.272907e-11,Peor (-) ***
8,ACO,8.00,53251.612903,233.062463,53215.000000,340.000000,53169.568765,53333.657041,52872.000000,53668.000000,2.824336e-01,9.313226e-10,1.401846e-11,Peor (-) ***
