run,mejor_valor,n_switches,gap_pct,tiempo_s
1,55577.0,28,1.9684969925740392,494.18
2,54981.0,29,3.0197731642354437,416.99
3,55356.0,28,2.3583158414619088,423.55
4,55896.0,28,1.405817296668019,403.85
5,55399.0,27,2.2824687351172104,376.41
6,55249.0,27,2.547051664226624,465.94
7,55583.0,28,1.9579136754096627,449.88
8,55502.0,24,2.100788457128746,622.86
9,55444.0,27,2.203093856384386,374.10
10,55375.0,30,2.3248020037747166,367.89
11,55357.0,27,2.356551955267846,527.50
12,55031.0,27,2.9315788545323054,546.39
13,55622.0,30,1.8891221138412149,634.80
14,55036.0,29,2.922759423561992,495.35
15,55499.0,30,2.106080115710934,529.31
16,55620.0,27,1.8926498862293404,510.49
17,55544.0,28,2.0267052369781102,463.67
18,55921.0,27,1.36172014181645,569.43
19,55339.0,28,2.388301906760976,516.17
20,55524.0,26,2.0619829608593654,403.70
21,55429.0,25,2.2295521492953276,429.11
22,55511.0,27,2.084913481382181,442.48
23,55101.0,29,2.8081068209479123,412.88
24,55597.0,27,1.933219268692784,397.51
25,55551.0,27,2.0143580336196707,438.01
26,55350.0,27,2.3688991586262853,465.30
27,55083.0,25,2.839856772441042,410.24
28,55988.0,29,1.2435397668142452,566.66
29,55408.0,28,2.2665937593706453,398.24
30,55594.0,28,1.9385109272749723,542.54
31,55518.0,25,2.072566278023742,499.82
