rank,algoritmo,mean_rank,media,std,mediana,iqr,ci95_low,ci95_high,min,max,shapiro_pvalue,wilcoxon_pvalue,mannwhitney_pvalue,significancia
1,GWO,2.06,813.655281,4.107817,813.000000,6.000006,812.209221,815.101341,807.000002,824.903412,2.054197e-01,2.025076e-03,2.824335e-03,Mejor (+) **
2,ACO,2.98,817.823264,5.011793,816.055090,6.094195,816.058980,819.587547,808.989077,834.100436,3.143725e-02,7.352173e-01,9.270639e-01,Similar (=) ns
3,Hybrid DTW,3.10,818.451613,6.201283,818.000000,8.000000,816.268598,820.634628,809.000000,832.000000,9.580298e-02,1.000000e+00,1.000000e+00,=
4,PSO,3.13,818.797128,6.342332,818.000000,6.683324,816.564460,821.029796,809.000000,837.000000,6.721896e-03,7.263181e-01,8.324713e-01,Similar (=) ns
5,EHO,3.85,821.677419,9.289374,821.000000,9.500000,818.407314,824.947524,803.000000,843.000000,4.187483e-01,1.697142e-01,1.278549e-01,Similar (=) ns
6,WOA,5.87,847.634756,15.170943,846.000000,22.071119,842.294183,852.975328,824.049353,882.234406,3.568901e-01,9.313226e-10,8.450869e-11,Peor (-) ***
