run,mejor_valor,n_switches
1,828.0,21
2,814.0,23
3,826.0,15
4,820.0,19
5,820.0,21
6,825.0,24
7,822.0,24
8,813.0000000000001,20
9,809.0,19
10,832.0,12
11,819.0,24
12,816.0000000002822,9
13,814.0,19
14,832.0,21
15,828.0,21
16,822.0,20
17,811.0,20
18,817.0,19
19,811.0,22
20,817.0,19
21,812.0000000000001,18
22,820.0,24
23,816.0,23
24,811.0,21
25,818.0,16
26,821.0,23
27,818.0,20
28,814.0,21
29,813.0,14
30,813.0,19
31,820.0,21
