iteracion,epoch,mh,tipo,lcoe_best,lcoe_instantaneo,dtw_ready,dtw_fire,D1_vs_ramp,D2_vs_const,dtw_delta,theta_c,theta_r,theta_delta,no_improve_len,trigger_streak,window_n,estado_dtw
221,5,PSO,poblacional,0.2671595858011802,0.2671595858011802,False,False,,,0.009666666666666657,,,,0,0,0,Llenando ventana
222,5,PSO,poblacional,0.2671595858011802,0.2671595858011802,False,False,,,0.009666666666666657,,,,0,0,0,Llenando ventana
223,5,PSO,poblacional,0.2671595858011802,0.2671595858011802,False,False,,,0.009666666666666657,,,,0,0,0,Llenando ventana
224,6,ILS,trayectoria,0.2671595858011802,0.2671595858011802,False,False,,,,,,,0,0,1,Llenando ventana
225,6,ILS,trayectoria,0.2671595858011802,0.2671595858011802,False,False,,,,,,,1,0,2,Llenando ventana
226,6,ILS,trayectoria,0.2671595858011802,102.20999984595743,False,False,,,,,,,2,0,3,Llenando ventana
227,6,ILS,trayectoria,0.2671595858011802,0.2727924758474882,False,False,,,,,,,3,0,4,Llenando ventana
228,6,ILS,trayectoria,0.2671595858011802,0.2727924758474882,False,False,,,,,,,4,0,5,Llenando ventana
229,6,ILS,trayectoria,0.2671595858011802,0.2727924758474882,False,False,,,,,,,5,0,6,Llenando ventana
230,6,ILS,trayectoria,0.2671595858011802,0.2998716139844483,False,False,,,,,,,6,0,7,Llenando ventana
231,6,ILS,trayectoria,0.2671595858011802,0.28870650615096377,False,False,,,,,,,7,0,8,Llenando ventana
232,6,ILS,trayectoria,0.2671595858011802,0.2771668648450767,False,False,,,,,,,8,0,9,Llenando ventana
233,6,ILS,trayectoria,0.2671595858011802,0.2695732185408355,False,False,,,,,,,9,0,10,Llenando ventana
234,6,ILS,trayectoria,0.2671595858011802,0.26935113144784517,False,False,,,,,,,10,0,11,Llenando ventana
235,6,ILS,trayectoria,0.2671595858011802,0.2678177637248639,False,False,,,,,,,11,0,12,Llenando ventana
236,6,ILS,trayectoria,0.2671595858011802,0.2678177637248639,False,False,,,,,,,12,0,13,Llenando ventana
237,6,ILS,trayectoria,0.2671595858011802,0.2678177637248639,False,False,,,,,,,13,0,14,Llenando ventana
238,6,ILS,trayectoria,0.2671595858011802,102.58214419676064,False,False,,,,,,,14,0,15,Llenando ventana
239,6,ILS,trayectoria,0.2671595858011802,102.34051108621219,False,False,,,,,,,15,0,16,Llenando ventana
240,6,ILS,trayectoria,0.2671595858011802,102.12426591284667,False,False,,,,,,,16,0,17,Llenando ventana
241,6,ILS,trayectoria,0.2671595858011802,102.0420043033025,False,False,,,,,,,17,0,18,Llenando ventana
242,6,ILS,trayectoria,0.2671595858011802,0.2724202221340178,False,False,,,,,,,18,0,19,Llenando ventana
243,6,ILS,trayectoria,0.2671595858011802,0.2724202221340178,False,False,,,,,,,19,0,20,Llenando ventana
244,6,ILS,trayectoria,0.2671595858011802,0.27091631930689747,False,False,,,,,,,20,0,21,Llenando ventana
245,6,ILS,trayectoria,0.2671595858011802,0.27091631930689747,False,False,,,,,,,21,0,22,Llenando ventana
246,6,ILS,trayectoria,0.2671595858011802,0.27091631930689747,False,False,,,,,,,22,0,23,Llenando ventana
247,6,ILS,trayectoria,0.2671595858011802,102.56334340734179,False,False,,,,,,,23,0,24,Llenando ventana
248,6,ILS,trayectoria,0.2671595858011802,102.32339119209044,False,False,,,,,,,24,0,25,Llenando ventana
249,6,ILS,trayectoria,0.2671595858011802,102.07403150107024,False,False,,,,,,,25,0,26,Llenando ventana
250,6,ILS,trayectoria,0.2671595858011802,0.2690557053678671,False,False,,,,,,,26,0,27,Llenando ventana
251,6,ILS,trayectoria,0.2671595858011802,0.2690557053678671,False,False,,,,,,,27,0,28,Llenando ventana
252,6,ILS,trayectoria,0.2671595858011802,0.2690557053678671,False,False,,,,,,,28,0,29,Llenando ventana
253,6,ILS,trayectoria,0.2671595858011802,0.2687382606493052,True,False,0.009666666666666657,0.0,0.009666666666666657,3.0,15.0,9.0,29,0,30,Explotacion activa
254,6,ILS,trayectoria,0.2671595858011802,0.2687382606493052,True,False,0.009666666666666657,0.0,0.009666666666666657,3.0,15.0,9.0,30,0,31,Explotacion activa
255,6,ILS,trayectoria,0.2671595858011802,0.2687382606493052,True,False,0.009666666666666657,0.0,0.009666666666666657,3.0,15.0,9.0,31,0,32,Explotacion activa
256,6,ILS,trayectoria,0.2671595858011802,102.2110244408139,True,False,0.009666666666666657,0.0,0.009666666666666657,3.0,15.0,9.0,32,0,33,Explotacion activa
257,6,ILS,trayectoria,0.2671595858011802,102.04618122475142,True,False,0.009666666666666657,0.0,0.009666666666666657,3.0,15.0,9.0,33,0,34,Explotacion activa
258,6,ILS,trayectoria,0.2671595858011802,0.27143136149851976,True,False,0.009666666666666657,0.0,0.009666666666666657,3.0,15.0,9.0,34,0,35,Explotacion activa
259,6,ILS,trayectoria,0.2671595858011802,0.27143136149851976,True,False,0.009666666666666657,0.0,0.009666666666666657,3.0,15.0,9.0,35,0,36,Explotacion activa
260,6,ILS,trayectoria,0.2671595858011802,0.27115915540505664,True,False,0.009666666666666657,0.0,0.009666666666666657,3.0,15.0,9.0,36,0,37,Explotacion activa
261,6,ILS,trayectoria,0.2671595858011802,0.2707032184574648,True,False,0.009666666666666657,0.0,0.009666666666666657,3.0,15.0,9.0,37,0,38,Explotacion activa
262,6,ILS,trayectoria,0.2671595858011802,0.2707032184574648,True,False,0.009666666666666657,0.0,0.009666666666666657,0.0,0.009666666666666657,0.009666666666666657,38,1,39,Explotacion activa
263,6,ILS,trayectoria,0.2671595858011802,0.2707032184574648,True,False,0.009666666666666657,0.0,0.009666666666666657,0.0,0.009666666666666657,0.009666666666666657,39,2,40,Explotacion activa
264,6,ILS,trayectoria,0.2671595858011802,102.45587290319716,True,True,0.009666666666666657,0.0,0.009666666666666657,0.0,0.009666666666666657,0.009666666666666657,40,3,41,ESTANCAMIENTO (Fire)
265,7,ACO,poblacional,0.2671595858011802,0.2830679392565418,False,False,,,,,,,0,0,1,Llenando ventana
266,7,ACO,poblacional,0.2671595858011802,0.2954136841263667,False,False,,,,,,,1,0,2,Llenando ventana
267,7,ACO,poblacional,0.2671595858011802,0.2954136841263667,False,False,,,,,,,2,0,3,Llenando ventana
268,7,ACO,poblacional,0.2671595858011802,0.2954136841263667,False,False,,,,,,,3,0,4,Llenando ventana
269,7,ACO,poblacional,0.2671595858011802,0.2954136841263667,False,False,,,,,,,4,0,5,Llenando ventana
270,7,ACO,poblacional,0.2671595858011802,0.2954136841263667,False,False,,,,,,,5,0,6,Llenando ventana
271,7,ACO,poblacional,0.2671595858011802,0.2954136841263667,False,False,,,,,,,6,0,7,Llenando ventana
272,7,ACO,poblacional,0.2671595858011802,0.29109514102699013,False,False,,,,,,,7,0,8,Llenando ventana
273,7,ACO,poblacional,0.2671595858011802,0.2954136841263667,False,False,,,,,,,8,0,9,Llenando ventana
274,7,ACO,poblacional,0.2671595858011802,0.2954136841263667,False,False,,,,,,,9,0,10,Llenando ventana
275,7,ACO,poblacional,0.2671595858011802,0.2902277413327719,False,False,,,,,,,10,0,11,Llenando ventana
276,7,ACO,poblacional,0.2671595858011802,0.2954136841263667,False,False,,,,,,,11,0,12,Llenando ventana
277,7,ACO,poblacional,0.2671595858011802,0.2904572448473549,False,False,,,,,,,12,0,13,Llenando ventana
278,7,ACO,poblacional,0.2671595858011802,0.2815243573206031,False,False,,,,,,,13,0,14,Llenando ventana
279,7,ACO,poblacional,0.2671595858011802,0.2954136841263667,False,False,,,,,,,14,0,15,Llenando ventana
280,7,ACO,poblacional,0.2671595858011802,0.3038696725907628,False,False,,,,,,,15,0,16,Llenando ventana
281,7,ACO,poblacional,0.2671595858011802,0.2954136841263667,False,False,,,,,,,16,0,17,Llenando ventana
282,7,ACO,poblacional,0.2671595858011802,0.2932603715379956,False,False,,,,,,,17,0,18,Llenando ventana
283,7,ACO,poblacional,0.2671595858011802,0.2889070194418218,False,False,,,,,,,18,0,19,Llenando ventana
284,7,ACO,poblacional,0.2671595858011802,0.2963681335173591,False,False,,,,,,,19,0,20,Llenando ventana
285,7,ACO,poblacional,0.2671595858011802,0.28908035551292843,False,False,,,,,,,20,0,21,Llenando ventana
286,7,ACO,poblacional,0.2671595858011802,0.28848470830031286,False,False,,,,,,,21,0,22,Llenando ventana
287,7,ACO,poblacional,0.2671595858011802,0.27715010775209553,False,False,,,,,,,22,0,23,Llenando ventana
288,7,ACO,poblacional,0.2671595858011802,0.29526254972621285,False,False,,,,,,,23,0,24,Llenando ventana
289,7,ACO,poblacional,0.2671595858011802,0.2954136841263667,False,False,,,,,,,24,0,25,Llenando ventana
290,7,ACO,poblacional,0.2671595858011802,0.2980848851095742,False,False,,,,,,,25,0,26,Llenando ventana
291,7,ACO,poblacional,0.2671595858011802,0.2954136841263667,False,False,,,,,,,26,0,27,Llenando ventana
292,7,ACO,poblacional,0.2671595858011802,0.2844840761279647,False,False,,,,,,,27,0,28,Llenando ventana
293,7,ACO,poblacional,0.2671595858011802,0.27935554525400347,False,False,,,,,,,28,0,29,Llenando ventana
294,7,ACO,poblacional,0.2671595858011802,0.2932603715379956,True,False,0.009666666666666657,0.0,0.009666666666666657,3.0,15.0,9.0,29,0,30,Explotacion activa
295,7,ACO,poblacional,0.2671595858011802,0.2867225595734892,True,False,0.009666666666666657,0.0,0.009666666666666657,3.0,15.0,9.0,30,0,31,Explotacion activa
296,7,ACO,poblacional,0.2671595858011802,0.2859167251998372,True,False,0.009666666666666657,0.0,0.009666666666666657,3.0,15.0,9.0,31,0,32,Explotacion activa
297,7,ACO,poblacional,0.2671595858011802,0.2796347333594081,True,False,0.009666666666666657,0.0,0.009666666666666657,3.0,15.0,9.0,32,0,33,Explotacion activa
298,7,ACO,poblacional,0.2671595858011802,0.28937559203330665,True,False,0.009666666666666657,0.0,0.009666666666666657,3.0,15.0,9.0,33,0,34,Explotacion activa
299,7,ACO,poblacional,0.2671595858011802,0.2783586326948744,True,False,0.009666666666666657,0.0,0.009666666666666657,3.0,15.0,9.0,34,0,35,Explotacion activa
300,7,ACO,poblacional,0.2671595858011802,0.269786426633869,True,False,0.009666666666666657,0.0,0.009666666666666657,3.0,15.0,9.0,35,0,36,Explotacion activa
301,7,ACO,poblacional,0.2671595858011802,0.2954136841263667,True,False,0.009666666666666657,0.0,0.009666666666666657,3.0,15.0,9.0,36,0,37,Explotacion activa
302,7,ACO,poblacional,0.2671595858011802,0.26729278337505036,True,False,0.009666666666666657,0.0,0.009666666666666657,3.0,15.0,9.0,37,0,38,Explotacion activa
303,7,ACO,poblacional,0.2671595858011802,0.2723905501529141,True,False,0.009666666666666657,0.0,0.009666666666666657,0.0,0.009666666666666657,0.009666666666666657,38,1,39,Explotacion activa
304,7,ACO,poblacional,0.2671595858011802,0.27422475591028467,True,False,0.009666666666666657,0.0,0.009666666666666657,0.0,0.009666666666666657,0.009666666666666657,39,2,40,Explotacion activa
305,7,ACO,poblacional,0.2671595858011802,0.2744720934593769,True,True,0.009666666666666657,0.0,0.009666666666666657,0.0,0.009666666666666657,0.009666666666666657,40,3,41,ESTANCAMIENTO (Fire)
306,8,ILS,trayectoria,0.2671595858011802,0.2671595858011802,False,False,,,,,,,0,0,1,Llenando ventana
307,8,ILS,trayectoria,0.2671595858011802,0.2671595858011802,False,False,,,,,,,1,0,2,Llenando ventana
308,8,ILS,trayectoria,0.2671595858011802,0.2696821948962159,False,False,,,,,,,2,0,3,Llenando ventana
309,8,ILS,trayectoria,0.2671595858011802,0.2696821948962159,False,False,,,,,,,3,0,4,Llenando ventana
310,8,ILS,trayectoria,0.2671595858011802,0.2674583564914907,False,False,,,,,,,4,0,5,Llenando ventana
311,8,ILS,trayectoria,0.2671595858011802,0.2674583564914907,False,False,,,,,,,5,0,6,Llenando ventana
312,8,ILS,trayectoria,0.2671595858011802,0.2674583564914907,False,False,,,,,,,6,0,7,Llenando ventana
313,8,ILS,trayectoria,0.2671595858011802,102.35882294523289,False,False,,,,,,,7,0,8,Llenando ventana
314,8,ILS,trayectoria,0.2671595858011802,102.20442484852994,False,False,,,,,,,8,0,9,Llenando ventana
315,8,ILS,trayectoria,0.2671595858011802,0.2709354166472653,False,False,,,,,,,9,0,10,Llenando ventana
316,8,ILS,trayectoria,0.2671595858011802,0.26926173756963123,False,False,,,,,,,10,0,11,Llenando ventana
317,8,ILS,trayectoria,0.2671595858011802,0.26762268729901584,False,False,,,,,,,11,0,12,Llenando ventana
318,8,ILS,trayectoria,0.2671595858011802,0.2674609962054453,False,False,,,,,,,12,0,13,Llenando ventana
319,8,ILS,trayectoria,0.2671595858011802,0.2674609962054453,False,False,,,,,,,13,0,14,Llenando ventana
320,8,ILS,trayectoria,0.2671595858011802,0.2674609962054453,False,False,,,,,,,14,0,15,Llenando ventana
321,8,ILS,trayectoria,0.2671595858011802,0.2699555796526527,False,False,,,,,,,15,0,16,Llenando ventana
322,8,ILS,trayectoria,0.2671595858011802,0.26973512041968845,False,False,,,,,,,16,0,17,Llenando ventana
323,8,ILS,trayectoria,0.2671595858011802,0.2675362148217309,False,False,,,,,,,17,0,18,Llenando ventana
324,8,ILS,trayectoria,0.2671595858011802,0.26729329996525125,False,False,,,,,,,18,0,19,Llenando ventana
325,8,ILS,trayectoria,0.2671595858011802,0.26729329996525125,False,False,,,,,,,19,0,20,Llenando ventana
326,8,ILS,trayectoria,0.2671595858011802,0.26729329996525125,False,False,,,,,,,20,0,21,Llenando ventana
327,8,ILS,trayectoria,0.2671595858011802,102.22020591281488,False,False,,,,,,,21,0,22,Llenando ventana
328,8,ILS,trayectoria,0.2671595858011802,0.2726497681708806,False,False,,,,,,,22,0,23,Llenando ventana
329,8,ILS,trayectoria,0.2671595858011802,0.2707255471369499,False,False,,,,,,,23,0,24,Llenando ventana
330,8,ILS,trayectoria,0.2671595858011802,0.267303360733862,False,False,,,,,,,24,0,25,Llenando ventana
331,8,ILS,trayectoria,0.2671595858011802,0.267303360733862,False,False,,,,,,,25,0,26,Llenando ventana
332,8,ILS,trayectoria,0.2671595858011802,0.267303360733862,False,False,,,,,,,26,0,27,Llenando ventana
333,8,ILS,trayectoria,0.2671595858011802,0.27251608438487185,False,False,,,,,,,27,0,28,Llenando ventana
334,8,ILS,trayectoria,0.2671595858011802,0.27251608438487185,False,False,,,,,,,28,0,29,Llenando ventana
335,8,ILS,trayectoria,0.2671595858011802,0.2707693654249311,True,False,0.009666666666666657,0.0,0.009666666666666657,3.0,15.0,9.0,29,0,30,Explotacion activa
336,8,ILS,trayectoria,0.2671595858011802,0.2707693654249311,True,False,0.009666666666666657,0.0,0.009666666666666657,3.0,15.0,9.0,30,0,31,Explotacion activa
337,8,ILS,trayectoria,0.2671595858011802,0.2707693654249311,True,False,0.009666666666666657,0.0,0.009666666666666657,3.0,15.0,9.0,31,0,32,Explotacion activa
338,8,ILS,trayectoria,0.2671595858011802,102.31717538423595,True,False,0.009666666666666657,0.0,0.009666666666666657,3.0,15.0,9.0,32,0,33,Explotacion activa
339,8,ILS,trayectoria,0.2671595858011802,102.01841862764728,True,False,0.009666666666666657,0.0,0.009666666666666657,3.0,15.0,9.0,33,0,34,Explotacion activa
340,8,ILS,trayectoria,0.2671595858011802,0.2729894946181023,True,False,0.009666666666666657,0.0,0.009666666666666657,3.0,15.0,9.0,34,0,35,Explotacion activa
341,8,ILS,trayectoria,0.2671595858011802,0.2729894946181023,True,False,0.009666666666666657,0.0,0.009666666666666657,3.0,15.0,9.0,35,0,36,Explotacion activa
342,8,ILS,trayectoria,0.2671595858011802,0.2729894946181023,True,False,0.009666666666666657,0.0,0.009666666666666657,3.0,15.0,9.0,36,0,37,Explotacion activa
343,8,ILS,trayectoria,0.2671595858011802,0.3028523436071468,True,False,0.009666666666666657,0.0,0.009666666666666657,3.0,15.0,9.0,37,0,38,Explotacion activa
344,8,ILS,trayectoria,0.2671595858011802,0.2921581166800511,True,False,0.009666666666666657,0.0,0.009666666666666657,0.0,0.009666666666666657,0.009666666666666657,38,1,39,Explotacion activa
345,8,ILS,trayectoria,0.2671595858011802,0.28370362876549077,True,False,0.009666666666666657,0.0,0.009666666666666657,0.0,0.009666666666666657,0.009666666666666657,39,2,40,Explotacion activa
346,8,ILS,trayectoria,0.2671595858011802,0.2750927778707377,True,True,0.009666666666666657,0.0,0.009666666666666657,0.0,0.009666666666666657,0.009666666666666657,40,3,41,ESTANCAMIENTO (Fire)
347,9,WOA,poblacional,0.2671595858011802,0.2671595858011802,False,False,,,,,,,0,0,1,Llenando ventana
348,9,WOA,poblacional,0.2671595858011802,0.2671595858011802,False,False,,,,,,,1,0,2,Llenando ventana
349,9,WOA,poblacional,0.2671595858011802,0.2671595858011802,False,False,,,,,,,2,0,3,Llenando ventana
350,9,WOA,poblacional,0.2671595858011802,0.2671595858011802,False,False,,,,,,,3,0,4,Llenando ventana
351,9,WOA,poblacional,0.2671595858011802,0.2671595858011802,False,False,,,,,,,4,0,5,Llenando ventana
352,9,WOA,poblacional,0.2671595858011802,0.2671595858011802,False,False,,,,,,,5,0,6,Llenando ventana
353,9,WOA,poblacional,0.2671595858011802,0.2671595858011802,False,False,,,,,,,6,0,7,Llenando ventana
354,9,WOA,poblacional,0.2671595858011802,0.2671595858011802,False,False,,,,,,,7,0,8,Llenando ventana
355,9,WOA,poblacional,0.2671595858011802,0.2671595858011802,False,False,,,,,,,8,0,9,Llenando ventana
356,9,WOA,poblacional,0.2671595858011802,0.2671595858011802,False,False,,,,,,,9,0,10,Llenando ventana
357,9,WOA,poblacional,0.2671595858011802,0.2671595858011802,False,False,,,,,,,10,0,11,Llenando ventana
358,9,WOA,poblacional,0.2671595858011802,0.2671595858011802,False,False,,,,,,,11,0,12,Llenando ventana
359,9,WOA,poblacional,0.2671595858011802,0.2671595858011802,False,False,,,,,,,12,0,13,Llenando ventana
360,9,WOA,poblacional,0.2671595858011802,0.2671595858011802,False,False,,,,,,,13,0,14,Llenando ventana
361,9,WOA,poblacional,0.2671595858011802,0.2671595858011802,False,False,,,,,,,14,0,15,Llenando ventana
362,9,WOA,poblacional,0.2671595858011802,0.2671595858011802,False,False,,,,,,,15,0,16,Llenando ventana
363,9,WOA,poblacional,0.2671595858011802,0.2671595858011802,False,False,,,,,,,16,0,17,Llenando ventana
364,9,WOA,poblacional,0.2671595239556193,0.2671595239556193,False,False,,,,,,,0,0,18,Llenando ventana
365,9,WOA,poblacional,0.2671594630771007,0.2671594630771007,False,False,,,,,,,0,0,19,Llenando ventana
366,9,WOA,poblacional,0.2671594630771007,0.2671594630771007,False,False,,,,,,,1,0,20,Llenando ventana
367,9,WOA,poblacional,0.2671594521593235,0.2671594521593235,False,False,,,,,,,0,0,21,Llenando ventana
368,9,WOA,poblacional,0.2671594521593235,0.2671594521593235,False,False,,,,,,,1,0,22,Llenando ventana
369,9,WOA,poblacional,0.2671594521593235,0.2671594521593235,False,False,,,,,,,2,0,23,Llenando ventana
370,9,WOA,poblacional,0.2671594521593235,0.2671594521593235,False,False,,,,,,,3,0,24,Llenando ventana
371,9,WOA,poblacional,0.2671594521593235,0.2671594521593235,False,False,,,,,,,4,0,25,Llenando ventana
372,9,WOA,poblacional,0.2671594521593235,0.2671594521593235,False,False,,,,,,,5,0,26,Llenando ventana
373,9,WOA,poblacional,0.2671594521593235,0.2671594521593235,False,False,,,,,,,6,0,27,Llenando ventana
374,9,WOA,poblacional,0.26715945214139425,0.26715945214139425,False,False,,,,,,,0,0,28,Llenando ventana
375,9,WOA,poblacional,0.2671594515134541,0.2671594515134541,False,False,,,,,,,0,0,29,Llenando ventana
376,9,WOA,poblacional,0.2671594512876702,0.2671594512876702,True,False,0.009666346616473975,1.345135099972694e-07,0.009666212102963978,3.0,15.0,9.0,0,0,30,Explotacion activa
377,9,WOA,poblacional,0.26715945116510087,0.26715945116510087,True,False,0.009666346493904632,1.34636079340833e-07,0.009666211857825291,3.0,15.0,9.0,0,0,31,Explotacion activa
378,9,WOA,poblacional,0.26715945116510087,0.26715945116510087,True,False,0.009666346493904632,1.34636079340833e-07,0.009666211857825291,3.0,15.0,9.0,1,0,32,Explotacion activa
379,9,WOA,poblacional,0.26715945116510087,0.26715945116510087,True,False,0.009666346493904632,1.34636079340833e-07,0.009666211857825291,3.0,15.0,9.0,2,0,33,Explotacion activa
380,9,WOA,poblacional,0.26715945116510087,0.26715945116510087,True,False,0.009666346493904632,1.34636079340833e-07,0.009666211857825291,3.0,15.0,9.0,3,0,34,Explotacion activa
381,9,WOA,poblacional,0.26715945116510087,0.26715945116510087,True,False,0.009666346493904632,1.34636079340833e-07,0.009666211857825291,3.0,15.0,9.0,4,0,35,Explotacion activa
382,9,WOA,poblacional,0.267159451107569,0.267159451107569,True,False,0.009666346436372764,1.3469361120899137e-07,0.009666211742761555,3.0,15.0,9.0,0,0,36,Explotacion activa
383,9,WOA,poblacional,0.267159451107569,0.267159451107569,True,False,0.009666346436372764,1.3469361120899137e-07,0.009666211742761555,3.0,15.0,9.0,1,0,37,Explotacion activa
384,9,WOA,poblacional,0.267159451107569,0.267159451107569,True,False,0.009666346436372764,1.3469361120899137e-07,0.009666211742761555,3.0,15.0,9.0,2,0,38,Explotacion activa
385,9,WOA,poblacional,0.26715945106370603,0.26715945106370603,True,False,0.009666346392509795,1.3473747417780402e-07,0.009666211655035617,1.34636079340833e-07,0.009666346493904632,0.009666211857825291,0,0,39,Explotacion activa
386,9,WOA,poblacional,0.26715945106370603,0.26715945106370603,True,False,0.009666346392509795,1.3473747417780402e-07,0.009666211655035617,1.34636079340833e-07,0.009666346493904632,0.009666211857825291,1,0,40,Explotacion activa
387,9,WOA,poblacional,0.2671594510609214,0.2671594510609214,True,False,0.009666346389725189,1.3474025878368323e-07,0.009666211649466405,1.34636079340833e-07,0.009666346493904632,0.009666211857825291,0,0,41,Explotacion activa
388,9,WOA,poblacional,0.26715945106067396,0.26715945106067396,True,False,0.00966634638947772,1.3474050625239542e-07,0.009666211648971468,1.34636079340833e-07,0.009666346493904632,0.009666211857825291,0,0,42,Explotacion activa
389,9,WOA,poblacional,0.26715945106067396,0.26715945106067396,True,False,0.00966634638947772,1.3474050625239542e-07,0.009666211648971468,1.34636079340833e-07,0.009666346493904632,0.009666211857825291,1,0,43,Explotacion activa
390,9,WOA,poblacional,0.26715945106061273,0.26715945106061273,True,False,0.009666408234977386,1.3474056748119523e-07,0.009666273494409905,1.34636079340833e-07,0.009666346493904632,0.009666211857825291,0,0,44,Explotacion activa
391,9,WOA,poblacional,0.2671594510604068,0.2671594510604068,True,False,0.009666470080332334,1.347407734275663e-07,0.009666335339558907,1.34636079340833e-07,0.009666346493904632,0.009666211857825291,0,0,45,Explotacion activa
392,9,WOA,poblacional,0.2671594510604068,0.2671594510604068,True,False,0.00966653192589323,1.347407734275663e-07,0.009666397185119802,1.34636079340833e-07,0.009666346493904632,0.009666211857825291,1,0,46,Explotacion activa
393,9,WOA,poblacional,0.26715945106030675,0.26715945106030675,True,False,0.009666593771354093,7.289531256393644e-08,0.009666520876041529,1.34636079340833e-07,0.009666346493904632,0.009666211857825291,0,0,47,Explotacion activa
394,9,WOA,poblacional,0.26715945105989836,0.26715945105989836,True,False,0.00966664373168713,1.2017202344338784e-08,0.009666631714484786,1.34636079340833e-07,0.009666346567446239,0.009666212004908503,0,0,48,Explotacion activa
395,9,WOA,poblacional,0.26715945105947164,0.26715945105947164,True,False,0.009666654649037598,1.2017629058558299e-08,0.00966664263140854,1.34636079340833e-07,0.009666365102025,0.009666230520397756,0,0,49,Explotacion activa
396,9,WOA,poblacional,0.26715945105947164,0.26715945105947164,True,False,0.009666663682994348,1.0998518762406206e-09,0.009666662583142471,1.34636079340833e-07,0.009666408234977386,0.009666273494409905,1,0,50,Explotacion activa
397,9,WOA,poblacional,0.2671594510583109,0.2671594510583109,True,False,0.00966666368183361,1.1010126144128662e-09,0.009666662580820995,1.34636079340833e-07,0.00966645152672585,0.009666316786014206,0,0,51,Explotacion activa
398,9,WOA,poblacional,0.2671594510583109,0.2671594510583109,True,False,0.00966666368183361,1.1010126144128662e-09,0.009666662580820995,1.3458705160340757e-07,0.009666494818556692,0.009666360077783265,1,0,52,Explotacion activa
399,9,WOA,poblacional,0.2671594510583109,0.2671594510583109,True,False,0.00966666368183361,1.1010126144128662e-09,0.009666662580820995,1.2835169025393608e-07,0.009666538110439316,0.009666409554211974,2,0,53,Explotacion activa
400,9,WOA,poblacional,0.2671594510576172,0.2671594510576172,True,False,0.009666663716998425,1.1017063372698033e-09,0.009666662615292088,8.5218952050603e-08,0.00966658140226192,0.009666496137857184,0,0,54,Explotacion activa
401,9,WOA,poblacional,0.2671594510576172,0.2671594510576172,True,False,0.00966666434493857,1.1017063372698033e-09,0.009666663243232232,4.245647081124737e-08,0.009666618751520611,0.009666576295263157,1,0,55,Explotacion activa
402,9,WOA,poblacional,0.2671594510576172,0.2671594510576172,True,False,0.009666664972878714,1.1017063372698033e-09,0.009666663871172376,1.2017543715714396e-08,0.009666645915157224,0.009666633897869537,2,0,56,Explotacion activa
403,9,WOA,poblacional,0.2671594510576172,0.2671594510576172,True,False,0.009666665582889589,1.0837770680893755e-09,0.00966666449911252,1.2017245015760735e-08,0.009666653557302552,0.009666641539716164,3,0,57,Explotacion activa
404,9,WOA,poblacional,0.2671594510574884,0.2671594510574884,True,False,0.009666666210700947,4.5596570963368777e-10,0.009666665754735237,5.4679047400974e-09,0.009666660068715204,0.009666654601056012,0,0,58,Explotacion activa
405,9,WOA,poblacional,0.2671594510574884,0.2671594510574884,True,False,0.009666666436484839,2.301818180505677e-10,0.00966666620630302,1.1017063372698033e-09,0.00966666368183361,0.009666662580820995,1,0,59,Explotacion activa
406,9,WOA,poblacional,0.26715945105743166,0.26715945105743166,True,False,0.009666666386401845,1.0766920688354276e-10,0.009666666278732639,1.1017063372698033e-09,0.00966666368183361,0.009666662580820995,0,0,60,Explotacion activa
407,9,WOA,poblacional,0.26715945105732186,0.26715945105732186,True,False,0.009666666386292044,1.0777900794067818e-10,0.009666666278513036,1.1017063372698033e-09,0.00966666368183361,0.009666662580820995,0,0,61,Explotacion activa
408,9,WOA,poblacional,0.26715945105732186,0.26715945105732186,True,False,0.009666666443823912,1.0777900794067818e-10,0.009666666336044905,1.1014288481270284e-09,0.009666663682297905,0.009666662581749585,1,0,62,Explotacion activa
409,9,WOA,poblacional,0.26715945105715366,0.26715945105715366,True,False,0.009666666501187582,1.079472067289089e-10,0.009666666393240375,1.1010126144128662e-09,0.009666663686394756,0.009666662586357433,0,0,63,Explotacion activa
410,9,WOA,poblacional,0.26715945105715366,0.26715945105715366,True,False,0.00966666654219428,1.079472067289089e-10,0.009666666434247073,1.1010126144128662e-09,0.00966666371019761,0.009666662608862165,1,0,64,Explotacion activa
411,9,WOA,poblacional,0.26715945105715366,0.26715945105715366,True,False,0.00966666652852538,5.041533857053082e-11,0.009666666478110042,1.1010126144128662e-09,0.009666664030968497,0.00966666292926216,2,0,65,Explotacion activa
412,9,WOA,poblacional,0.26715945105713523,0.26715945105713523,True,False,0.00966666657236992,5.04337682727396e-11,0.009666666521936151,1.1007804667784171e-09,0.009666664470526599,0.009666663368820261,0,0,66,Explotacion activa
413,9,WOA,poblacional,0.26715945105713523,0.26715945105713523,True,False,0.009666666616232888,5.04337682727396e-11,0.00966666656579912,1.0999679500578452e-09,0.009666664910084699,0.009666663808378361,1,0,67,Explotacion activa
414,9,WOA,poblacional,0.26715945105713523,0.26715945105713523,True,False,0.009666666657311251,6.570799460092758e-12,0.009666666650740452,1.0902069913498735e-09,0.009666665338885239,0.009666664247936463,2,0,68,Explotacion activa
