run,mejor_valor,n_switches,gap_pct,tiempo_s
1,114464.0,8,2.7708407658461174,827.03
2,114007.0,7,3.159030290674957,780.09
3,113527.0,9,3.566756706250106,443.67
4,114290.0,6,2.9186415914921087,615.53
5,115100.0,5,2.230603265209045,1010.73
6,114898.0,6,2.4021881317635865,905.51
7,114059.0,7,3.114859928987649,758.91
8,114933.0,7,2.3724580806278985,632.50
9,114800.0,8,2.4854322749435127,979.21
10,113635.0,9,3.4750182627456976,438.82
11,113669.0,7,3.446137641642458,788.86
12,113133.0,5,3.9014321390347075,127.10
13,114917.0,4,2.38604896114707,1204.84
14,114998.0,6,2.317245128518764,961.05
15,114203.0,9,2.9925420043151045,477.87
16,114153.0,6,3.035013505937516,749.95
17,114475.0,5,2.7614970354891866,1121.99
18,113289.0,8,3.768921053972784,500.22
19,114144.0,10,3.04265837622955,493.89
20,114556.0,5,2.6926932028608803,700.22
21,114335.0,6,2.8804172400319388,829.98
22,114980.0,5,2.332534869102832,643.25
23,113949.0,9,3.208297232556954,713.14
24,114645.0,5,2.617093929972988,721.94
25,114394.0,6,2.8303008681174933,750.56
26,114533.0,10,2.7122300936071895,622.54
27,114549.0,7,2.698639213088018,187.36
28,114718.0,7,2.5550855376042674,855.80
29,114001.0,7,3.1641268708696466,318.79
30,114592.0,6,2.662113721692744,500.33
31,114520.0,7,2.7232726840290167,365.84
