rank,algoritmo,mean_rank,media,std,mediana,iqr,ci95_low,ci95_high,min,max,shapiro_pvalue,wilcoxon_pvalue_raw,wilcoxon_pvalue_holm,mannwhitney_pvalue_raw,significancia
1,GWO,1.82,813.723871,5.046631,812.083901,4.168213,811.947323,815.500418,807.000007,830.000003,9.970785e-04,7.864666e-02,1.572933e-01,7.591338e-02,Similar (=) ns
2,Hybrid DDTW,2.68,815.741935,4.946162,816.000000,7.000000,814.000756,817.483115,806.000000,827.000000,8.112524e-01,1.000000e+00,1.000000e+00,1.000000e+00,=
3,PSO,3.35,818.903226,7.725951,817.000000,7.000000,816.183487,821.622965,807.000000,842.000000,1.717617e-02,1.557725e-01,1.572933e-01,1.225230e-01,Similar (=) ns
4,ACO,3.55,818.259348,3.403486,819.000000,5.169027,817.061231,819.457465,811.911870,824.528280,5.290870e-01,1.485207e-02,4.455622e-02,1.795371e-02,Mejor (+) *
5,EHO,4.15,824.725240,10.360581,821.000000,14.000000,821.078042,828.372438,811.000000,850.000000,2.879786e-02,3.627587e-05,1.451035e-04,3.386083e-04,Mejor (+) ***
6,WOA,5.45,845.414185,17.890064,845.149598,21.693912,839.116410,851.711959,810.000000,880.000000,7.069325e-01,2.111200e-06,1.055600e-05,8.004076e-09,Mejor (+) ***
