run,mejor_valor,n_switches,gap_pct,tiempo_s
1,22625.0,9,1.9033992369060007,32.66
2,22655.0,8,1.7733263961151577,50.37
3,22721.0,8,1.4871661463753034,53.57
4,22710.0,10,1.5348595213319458,47.51
5,22696.0,7,1.5955601803676727,50.56
6,22674.0,8,1.6909469302809574,64.01
7,22951.0,7,0.4899410336455082,34.81
8,22471.0,9,2.5711064862989943,47.36
9,22903.0,8,0.6980575789108567,38.15
10,22594.0,8,2.0378078390565384,37.41
11,22672.0,7,1.6996184530003469,40.88
12,22721.0,8,1.4871661463753034,47.94
13,22696.0,10,1.5955601803676727,43.23
14,22872.0,8,0.8324661810613944,56.64
15,23025.0,9,0.16909469302809574,39.10
16,22708.0,9,1.5435310440513355,60.33
17,22659.0,9,1.7559833506763787,40.84
18,22605.0,8,1.990114464099896,55.28
19,22719.0,10,1.495837669094693,43.04
20,22742.0,6,1.3961151578217135,68.02
21,22665.0,8,1.7299687825182102,42.67
22,22438.0,8,2.7141866111689215,52.24
23,22565.0,8,2.1635449184876863,52.78
24,22724.0,8,1.4741588622962192,46.73
25,22657.0,10,1.7646548733957683,45.18
26,22710.0,9,1.5348595213319458,55.06
27,22376.0,8,2.9830038154699965,40.82
28,22892.0,8,0.7457509538674991,51.10
29,23001.0,8,0.27315296566077,31.84
30,22601.0,9,2.007457509538675,40.79
31,22639.0,9,1.842698577870274,48.14
