rank,algoritmo,mean_rank,media,std,mediana,iqr,ci95_low,ci95_high,min,max,shapiro_pvalue,wilcoxon_pvalue,mannwhitney_pvalue,significancia
1,PSO,1.31,300.000000,0.000000,300.000000,0.000000,300.000000,300.000000,300.000000,300.000000,9.312551e-07,2.559633e-06,4.605045e-11,Mejor (+) ***
2,EHO,1.81,300.000000,0.000000,300.000000,0.000000,300.000000,300.000000,300.000000,300.000000,9.723524e-06,2.875127e-06,1.055806e-09,Mejor (+) ***
3,Hybrid DTW,2.89,305.796506,32.273553,300.000000,0.000000,294.435364,317.157648,300.000000,479.691543,4.635947e-12,1.000000e+00,1.000000e+00,=
4,GWO,4.13,362.369193,47.613877,349.391110,66.684110,345.607851,379.130534,301.579443,491.211396,5.487152e-03,9.313226e-10,2.155440e-10,Peor (-) ***
5,ACO,4.87,624.791562,287.425476,535.641085,379.055997,523.610209,725.972915,309.560407,1236.946215,1.204066e-03,9.313226e-10,4.861793e-11,Peor (-) ***
6,WOA,6.00,9391.783797,6952.541853,6800.717847,7781.490746,6944.305574,11839.262021,2108.767851,25876.297700,5.227391e-04,9.313226e-10,1.397737e-11,Peor (-) ***
