run,mejor_valor,n_switches,gap_pct,tiempo_s
1,115004.0,25,2.3121485483240747,1311.99
2,114578.0,28,2.674005742147019,1964.28
3,114478.0,27,2.758948745391842,990.55
4,115036.0,25,2.284966787285731,835.03
5,113940.0,27,3.2159421028489885,1146.78
6,113928.0,26,3.226135263238367,1394.03
7,113984.0,25,3.178567181421266,1368.57
8,114875.0,27,2.421725022509896,1498.93
9,114539.0,26,2.7071335134125003,1342.38
10,114876.0,27,2.4208755924774477,1790.07
11,115002.0,24,2.313847408388971,1987.70
12,115068.0,26,2.257785026247388,1820.90
13,115224.0,26,2.1252739411854646,1138.78
14,114393.0,26,2.8311502981499412,1385.06
15,115240.0,25,2.111683060666293,1799.59
16,114953.0,27,2.355469479978934,1711.79
17,113992.0,26,3.1717717411616806,1735.12
18,114081.0,28,3.0961724682737883,1324.08
19,114759.0,27,2.5202589062738903,1529.90
20,114728.0,26,2.5465912372797854,1313.98
21,114382.0,28,2.840494028506872,878.50
22,114724.0,27,2.549988957409578,1133.75
23,115194.0,26,2.1507568421589114,1833.90
24,114801.0,25,2.4845828449110647,1856.86
25,115219.0,23,2.129521091347706,1994.91
26,115071.0,28,2.255236736150043,1783.43
27,115006.0,25,2.3104496882591783,1351.45
28,114412.0,28,2.815011127533425,1432.77
29,115227.0,27,2.12272565108812,1459.64
30,114213.0,27,2.984047703990622,929.15
31,114684.0,26,2.5839661587075073,1498.87
