run,mejor_valor,n_switches,gap_pct,tiempo_s
1,22901.0,28,0.7067291016302463,97.16
2,22935.0,28,0.5593132154006244,132.24
3,22764.0,28,1.3007284079084287,110.62
4,22779.0,28,1.2356919875130072,98.41
5,22714.0,28,1.5175164758931667,117.25
6,22901.0,27,0.7067291016302463,124.65
7,22721.0,28,1.4871661463753034,107.56
8,22722.0,26,1.4828303850156088,108.05
9,22660.0,27,1.751647589316684,98.16
10,22937.0,27,0.5506416926812349,117.15
11,22911.0,27,0.6633714880332986,126.25
12,22901.0,28,0.7067291016302463,104.19
13,22721.0,28,1.4871661463753034,106.21
14,22721.0,27,1.4871661463753034,118.29
15,22721.0,28,1.4871661463753034,101.91
16,22700.0,28,1.5782171349288936,109.69
17,22803.0,28,1.131633714880333,106.87
18,22886.0,28,0.7717655220256677,103.06
19,22655.0,28,1.7733263961151577,122.72
20,22800.0,27,1.1446409989594173,116.51
21,22721.0,28,1.4871661463753034,89.54
22,22652.0,28,1.7863336801942422,112.80
23,22765.0,27,1.2963926465487339,118.73
24,23055.0,27,0.03902185223725286,116.77
25,22752.0,28,1.352757544224766,119.14
26,22721.0,28,1.4871661463753034,109.76
27,22944.0,26,0.5202913631633714,113.28
28,22841.0,28,0.966874783211932,116.20
29,22655.0,27,1.7733263961151577,112.40
30,22981.0,28,0.35986819285466526,97.39
31,22710.0,27,1.5348595213319458,111.63
