run,mejor_valor,n_switches,gap_pct,tiempo_s
1,112751.0,27,2.6901301480995614,1292.19
2,113305.0,28,2.211999861911831,1764.67
3,112613.0,27,2.809231194117444,1538.45
4,113683.0,25,1.885766561949805,1648.70
5,113160.0,27,2.3371422653364173,1486.77
6,113277.0,27,2.2361652915386476,1908.42
7,112567.0,27,2.8489315427900714,1730.43
8,112685.0,27,2.747091517934201,1688.44
9,113228.0,26,2.2784547933855768,1721.99
10,113422.0,26,2.1110228881140607,1352.87
11,113156.0,27,2.3405944695688197,1797.84
12,113296.0,27,2.219767321434736,1672.50
13,113318.0,27,2.200780198156523,1731.64
14,113248.0,24,2.2611937722235647,1606.38
15,113978.0,25,1.6311664998101287,2045.87
16,113076.0,25,2.4096385542168677,1420.76
17,113194.0,26,2.307798529360997,1153.97
18,112762.0,27,2.680636586460455,1411.03
19,112761.0,28,2.681499637518556,1246.56
20,112722.0,27,2.715158628784479,1371.81
21,112694.0,28,2.7393240584112957,1479.90
22,113928.0,27,1.6743190527151586,1966.00
23,113727.0,26,1.8477923153933786,1334.27
24,112731.0,26,2.7073911692615735,1326.74
25,113188.0,26,2.3129768357096006,1814.18
26,113255.0,27,2.2551524148168607,1443.58
27,112721.0,25,2.7160216798425796,1395.23
28,113256.0,26,2.25428936375876,1333.24
29,113221.0,27,2.2844961507922807,1354.16
30,112606.0,26,2.8152725515241483,1721.56
31,113063.0,26,2.4208582179721754,779.52
