run,mejor_valor,n_switches,gap_pct,tiempo_s
1,58165.0,27,1.7267305320425093,366.13
2,57830.0,28,2.292733201547637,417.57
3,58015.0,28,1.9801645631642084,410.09
4,57483.0,27,2.879010593542501,323.96
5,58166.0,26,1.7250409718350312,520.54
6,58285.0,28,1.52398330714515,633.50
7,58393.0,27,1.3415108047375268,430.23
8,57923.0,28,2.135604102252184,587.70
9,58014.0,26,1.9818541233716864,580.55
10,57864.0,28,2.2352881544933854,490.76
11,57980.0,25,2.039299170425938,502.54
12,58295.0,26,1.5070877050703702,507.13
13,57970.0,28,2.056194772500718,382.21
14,57791.0,28,2.358626049639279,354.35
15,58089.0,28,1.8551371078108367,473.50
16,58051.0,28,1.9193403956950006,421.98
17,58071.0,27,1.8855491915454408,547.55
18,57856.0,28,2.2488046361532095,566.07
19,58284.0,27,1.525672867352628,430.53
20,58074.0,26,1.8804805109230067,438.05
21,57993.0,26,2.0173348877287243,356.29
22,57957.0,28,2.078159055197932,409.17
23,58308.0,25,1.4851234223731562,513.18
24,58120.0,28,1.802760741379019,486.17
25,57791.0,28,2.358626049639279,431.64
26,58213.0,28,1.6456316420835657,593.76
27,58421.0,27,1.294203118928143,395.51
28,58094.0,27,1.846689306773447,525.68
29,58321.0,27,1.4631591396759422,347.57
30,58052.0,28,1.9176508354875226,391.92
31,57933.0,27,2.1187085001774038,427.56
