rank,algoritmo,mean_rank,media,std,mediana,iqr,ci95_low,ci95_high,min,max,shapiro_pvalue,wilcoxon_pvalue_raw,wilcoxon_pvalue_holm,mannwhitney_pvalue_raw,significancia
1,Hybrid DDTW,2.02,2863.757163,1.357503,2863.714850,1.423964,2863.279286,2864.235040,2860.680176,2866.682168,2.380789e-01,1.000000e+00,1.000000e+00,1.000000e+00,=
2,GWO,2.32,2864.652968,4.031071,2863.874578,1.292385,2863.233925,2866.072011,2860.157619,2885.537775,4.339701e-10,2.023112e-01,2.023112e-01,2.369086e-01,Similar (=) ns
3,ACO,2.92,2864.769839,2.306446,2863.924512,1.334867,2863.957909,2865.581769,2862.567376,2876.284400,4.320523e-09,2.563322e-02,7.689966e-02,1.232612e-02,Similar (=) ns
4,EHO,2.94,2865.020990,2.694695,2864.921942,1.843473,2864.072386,2865.969594,2860.475869,2875.798617,1.865098e-04,5.024835e-02,1.004967e-01,3.059820e-02,Similar (=) ns
5,PSO,4.87,2879.459334,25.550102,2871.544850,5.601245,2870.465024,2888.453645,2863.265769,2987.430823,1.241416e-08,1.429365e-06,5.717460e-06,6.839524e-10,Mejor (+) ***
6,WOA,5.94,2958.748087,57.304662,2950.915977,63.820152,2938.575334,2978.920841,2872.415950,3094.194262,1.796937e-01,9.313226e-10,4.656613e-09,1.393638e-11,Mejor (+) ***
