run,mejor_valor,n_switches,gap_pct,tiempo_s
1,24215.0,26,0.6808580451991305,86.73
2,24123.0,28,1.0582010582010581,96.16
3,24046.0,30,1.3740207538657152,104.06
4,24143.0,28,0.9761699684180304,107.83
5,24149.0,25,0.9515606414831221,100.52
6,24251.0,26,0.5332020835896805,115.12
7,24141.0,26,0.9843730773963332,105.97
8,24103.0,26,1.140232147984086,104.25
9,24039.0,27,1.4027316352897747,110.40
10,24136.0,27,1.0048808498420903,100.47
11,24251.0,27,0.5332020835896805,92.65
12,24152.0,27,0.939255978015668,102.91
13,24266.0,27,0.4716787662524097,108.60
14,24069.0,27,1.2796850006152332,112.00
15,23983.0,29,1.6324186866822525,108.73
16,24257.0,26,0.5085927566547721,112.27
17,24176.0,26,0.8408186702760346,107.92
18,24234.0,25,0.602928509905254,114.45
19,23988.0,28,1.6119109142364956,113.39
20,24049.0,25,1.361716090398261,114.04
21,23919.0,28,1.8949181739879415,115.16
22,24181.0,27,0.8203108978302777,124.54
23,24158.0,28,0.9146466510807596,109.14
24,24210.0,30,0.7013658176448874,109.42
25,24232.0,29,0.6111316188835568,94.12
26,24266.0,29,0.4716787662524097,108.08
27,24216.0,27,0.6767564907099791,114.74
28,23897.0,30,1.985152372749272,120.00
29,24153.0,27,0.9351544235265166,109.74
30,24149.0,26,0.9515606414831221,91.32
31,24276.0,27,0.4306632213608958,117.25
