rank,algoritmo,mean_rank,media,std,mediana,iqr,ci95_low,ci95_high,min,max,shapiro_pvalue,wilcoxon_pvalue_raw,wilcoxon_pvalue_holm,mannwhitney_pvalue_raw,significancia
1,EHO,2.29,405.244922,3.132731,404.333182,4.798415,404.142118,406.347726,400.032886,408.916102,8.796247e-05,2.180231e-01,4.360462e-01,1.045726e-01,Similar (=) ns
2,Hybrid DDTW,2.87,405.935823,3.761034,408.916102,6.470155,404.611840,407.259806,400.010867,408.916118,2.312809e-06,1.000000e+00,1.000000e+00,1.000000e+00,=
3,ACO,3.34,409.368794,12.820682,406.787122,2.451953,404.855576,413.882013,400.216358,477.421349,4.675701e-11,2.367998e-01,4.360462e-01,9.212742e-02,Similar (=) ns
4,WOA,3.87,419.622425,25.311566,408.917590,18.973904,410.712086,428.532764,400.024597,479.204198,7.697002e-06,9.147610e-03,2.744283e-02,6.235304e-02,Mejor (+) *
5,PSO,3.95,416.970040,24.108638,408.916102,5.947605,408.483163,425.456917,400.113339,504.212332,2.271436e-08,3.002170e-03,1.200868e-02,1.436528e-01,Mejor (+) *
6,GWO,4.68,416.113663,18.593271,409.021850,2.996057,409.568341,422.658986,402.481330,471.079118,1.753050e-08,8.311952e-04,4.155976e-03,7.702716e-05,Mejor (+) **
