run,mejor_valor,n_switches,gap_optimo_pct,resultado_frente_optimo
1,2029.412799584906,6,1.4706399792452998,Peor que el óptimo
2,2020.997432895288,5,1.0498716447644028,Peor que el óptimo
3,2022.6219927412774,8,1.131099637063869,Peor que el óptimo
4,2024.5419876294536,6,1.2270993814726807,Peor que el óptimo
5,2022.7275188589683,6,1.1363759429484162,Peor que el óptimo
6,2020.622421737093,7,1.031121086854648,Peor que el óptimo
7,2023.864411112977,7,1.1932205556488498,Peor que el óptimo
8,2000.9970875078868,6,0.04985437539434088,Peor que el óptimo
9,2026.0998127687517,7,1.3049906384375844,Peor que el óptimo
10,2022.61661309296,7,1.1308306546480025,Peor que el óptimo
11,2020.328133793216,5,1.0164066896608006,Peor que el óptimo
12,2000.5009879668971,7,0.0250493983448564,Peor que el óptimo
13,2024.9747128037286,5,1.2487356401864305,Peor que el óptimo
14,2021.9902603727821,5,1.0995130186391067,Peor que el óptimo
15,2008.9590477683703,5,0.44795238841851415,Peor que el óptimo
16,2020.5871305051382,6,1.0293565252569123,Peor que el óptimo
17,2001.9909993297354,5,0.09954996648676798,Peor que el óptimo
18,2022.3851662989318,5,1.1192583149465918,Peor que el óptimo
19,2020.9983515148226,5,1.0499175757411308,Peor que el óptimo
20,2002.013179971563,5,0.10065899857814883,Peor que el óptimo
21,2020.501592458172,6,1.025079622908595,Peor que el óptimo
22,2033.4344344730773,6,1.671721723653866,Peor que el óptimo
23,2021.722811044055,7,1.0861405522027554,Peor que el óptimo
24,2021.4954633881314,5,1.0747731694065692,Peor que el óptimo
25,2020.0594178798583,5,1.0029708939929152,Peor que el óptimo
26,2043.4207389014875,7,2.171036945074377,Peor que el óptimo
27,2022.3838819279315,6,1.119194096396575,Peor que el óptimo
28,2020.0170636279167,5,1.000853181395837,Peor que el óptimo
29,2025.1041731057287,6,1.2552086552864352,Peor que el óptimo
30,2024.9484597603023,5,1.2474229880151142,Peor que el óptimo
31,2021.0902757872827,6,1.0545137893641368,Peor que el óptimo
