rank,algoritmo,mean_rank,media,std,mediana,iqr,ci95_low,ci95_high,min,max,shapiro_pvalue,wilcoxon_pvalue_raw,wilcoxon_pvalue_holm,mannwhitney_pvalue_raw,significancia
1,Hybrid DTW,2.06,2020.432528,9.159555,2021.722811,3.788336,2017.208123,2023.656933,2000.500988,2043.420739,1.276543e-04,1.000000e+00,1.000000e+00,1.000000e+00,=
2,PSO,2.77,2026.262947,8.461329,2024.974868,8.100758,2023.284336,2029.241558,2001.990999,2046.466532,4.437722e-02,1.667883e-02,1.667883e-02,2.711020e-03,Mejor (+) *
3,ACO,2.87,2028.819996,22.083139,2024.535839,3.990022,2021.046149,2036.593844,2015.737555,2146.646188,3.647297e-11,3.350240e-03,6.700480e-03,4.803412e-04,Mejor (+) **
4,EHO,3.48,2033.226916,22.170281,2026.040318,7.163937,2025.422392,2041.031440,2019.644831,2140.930902,3.982304e-09,1.603747e-04,4.811240e-04,1.991802e-05,Mejor (+) ***
5,GWO,3.84,2031.485879,8.615513,2031.613287,11.836324,2028.452991,2034.518767,2009.370835,2047.500382,7.987063e-01,3.570039e-05,1.428016e-04,4.440643e-06,Mejor (+) ***
6,WOA,5.97,2129.259508,49.039741,2120.334590,51.474300,2111.996225,2146.522791,2042.315726,2269.812004,2.554396e-01,9.313226e-10,4.656613e-09,1.544705e-11,Mejor (+) ***
