rank,algoritmo,mean_rank,media,std,mediana,iqr,ci95_low,ci95_high,min,max,shapiro_pvalue,wilcoxon_pvalue,mannwhitney_pvalue,significancia
1,GWO,1.87,813.723871,5.046631,812.083901,4.168213,811.947323,815.500418,807.000007,830.000003,9.970785e-04,1.694217e-01,3.526715e-01,Similar (=) ns
2,Hybrid DTW,2.73,816.302366,7.931841,815.000000,12.000000,813.510148,819.094583,804.000000,835.000000,1.330595e-01,1.000000e+00,1.000000e+00,=
3,PSO,3.45,818.903226,7.725951,817.000000,7.000000,816.183487,821.622965,807.000000,842.000000,1.717617e-02,5.423225e-02,1.648122e-01,Similar (=) ns
4,ACO,3.48,818.259348,3.403486,819.000000,5.169027,817.061231,819.457465,811.911870,824.528280,5.290870e-01,2.474375e-01,7.955599e-02,Similar (=) ns
5,EHO,4.05,824.725240,10.360581,821.000000,14.000000,821.078042,828.372438,811.000000,850.000000,2.879786e-02,2.640112e-03,9.283551e-04,Peor (-) **
6,WOA,5.42,845.414185,17.890064,845.149598,21.693912,839.116410,851.711959,810.000000,880.000000,7.069325e-01,4.524644e-06,8.428368e-09,Peor (-) ***
