run,mejor_valor,n_switches
1,815.0,11
2,814.0,23
3,819.0000000000001,14
4,820.0,18
5,820.0,21
6,809.0000000000002,18
7,822.0,21
8,813.0,20
9,809.0,20
10,832.0,12
11,813.0,10
12,817.0,17
13,814.0,20
14,813.4722620869327,11
15,818.0000000011903,11
16,816.0,13
17,814.0,17
18,817.0,19
19,811.0,22
20,821.0,16
21,813.0,18
22,820.0,24
23,816.0,23
24,811.0,19
25,818.0,16
26,821.0,23
27,818.0,20
28,814.0,21
29,814.0000000000001,14
30,813.0,19
31,830.0,20
