run,mejor_valor,n_switches,gap_optimo_pct,resultado_frente_optimo
1,2860.6801761305433,8,5.951117634464565,Peor que el óptimo
2,2865.3595967633814,5,6.124429509754867,Peor que el óptimo
3,2863.1891689891145,5,6.044043295893129,Peor que el óptimo
4,2865.79015089874,5,6.140375959212599,Peor que el óptimo
5,2865.2126055976614,5,6.118985392505978,Peor que el óptimo
6,2863.494835240526,6,6.055364268167624,Peor que el óptimo
7,2865.8995712440783,5,6.144428564595493,Peor que el óptimo
8,2862.8458529176314,6,6.031327885838201,Peor que el óptimo
9,2864.975867633901,6,6.110217319774113,Peor que el óptimo
10,2864.9310079029074,6,6.108555848255828,Peor que el óptimo
11,2863.7148495493293,7,6.063512946271455,Peor que el óptimo
12,2863.7148496364034,4,6.063512949496423,Peor que el óptimo
13,2861.404880758749,5,5.97795854662034,Peor que el óptimo
14,2863.8779651545756,6,6.069554264984281,Peor que el óptimo
15,2863.877930614416,4,6.069552985719114,Peor que el óptimo
16,2863.7148495493293,7,6.063512946271455,Peor que el óptimo
17,2863.9245121344175,5,6.071278227200646,Peor que el óptimo
18,2861.4048807587496,8,5.977958546620357,Peor que el óptimo
19,2863.4948352028796,7,6.055364266773318,Peor que el óptimo
20,2862.567376357956,8,6.021013939183562,Peor que el óptimo
21,2863.878681509317,6,6.069580796641377,Peor que el óptimo
22,2863.49483520288,6,6.055364266773335,Peor que el óptimo
23,2863.49483520288,7,6.055364266773335,Peor que el óptimo
24,2864.5180511275,4,6.093261152870363,Peor que el óptimo
25,2866.682300035786,5,6.173418519843919,Peor que el óptimo
26,2863.874851978324,6,6.069438962160145,Peor que el óptimo
27,2863.889159078395,4,6.069968854755374,Peor que el óptimo
28,2865.2126055976614,8,6.118985392505978,Peor que el óptimo
29,2863.4948352367705,8,6.055364268028539,Peor que el óptimo
30,2863.924512134289,5,6.071278227195897,Peor que el óptimo
31,2865.275682323012,6,6.121321567518963,Peor que el óptimo
