run,mejor_valor,n_switches,gap_pct,tiempo_s
1,24157.0,7,0.918748205569911,24.48
2,23889.0,9,2.0179648086624833,35.64
3,23977.0,10,1.657028013617161,48.24
4,23896.0,9,1.9892539272384233,47.79
5,23957.0,7,1.7390591034001888,46.92
6,24002.0,6,1.5544891513883763,60.17
7,23981.0,8,1.6406217956605553,37.54
8,23936.0,9,1.8251917476723678,48.26
9,23852.0,9,2.1697223247610844,58.16
10,24136.0,7,1.0048808498420903,48.90
11,24121.0,7,1.066404167179361,37.44
12,24152.0,7,0.939255978015668,38.74
13,24166.0,9,0.8818342151675485,44.53
14,23904.0,7,1.9564414913252122,47.14
15,23983.0,9,1.6324186866822525,45.37
16,24186.0,7,0.7998031253845207,55.62
17,24137.0,7,1.0007792953529389,48.52
18,23959.0,5,1.730855994421886,63.78
19,23988.0,8,1.6119109142364956,49.83
20,23964.0,8,1.710348221976129,60.48
21,23911.0,9,1.9277306099011526,51.24
22,24168.0,7,0.8736311061892458,52.44
23,24129.0,8,1.0335917312661498,33.35
24,24076.0,10,1.2509741191911734,40.12
25,24232.0,9,0.6111316188835568,40.16
26,24266.0,8,0.4716787662524097,47.23
27,23952.0,9,1.7595668758459455,51.45
28,23897.0,10,1.985152372749272,41.11
29,24153.0,7,0.9351544235265166,39.55
30,23886.0,9,2.030269472129937,34.80
31,24247.0,8,0.549608301546286,41.14
