rank,algoritmo,mean_rank,media,std,mediana,iqr,ci95_low,ci95_high,min,max,shapiro_pvalue,wilcoxon_pvalue_raw,wilcoxon_pvalue_holm,mannwhitney_pvalue_raw,significancia
1,ACO,1.76,900.020432,0.083566,900.000000,0.000000,899.991014,900.049849,900.000000,900.454324,2.433082e-11,9.840196e-03,1.968039e-02,2.368791e-01,Peor (-) *
2,Hybrid DTW,2.23,901.672452,5.595086,900.000069,0.454324,899.702834,903.642070,900.000000,924.744911,8.098439e-11,1.000000e+00,1.000000e+00,1.000000e+00,=
3,PSO,2.85,901.039608,1.247313,900.454324,1.500606,900.600520,901.478695,900.000000,904.453670,7.983067e-05,2.700892e-02,2.700892e-02,5.719978e-02,Peor (-) *
4,GWO,3.74,905.148792,11.602828,900.611148,2.157084,901.064290,909.233293,900.076186,953.878369,2.802921e-09,2.157529e-03,6.472587e-03,2.254419e-05,Mejor (+) **
5,EHO,4.45,942.258965,66.361752,911.704274,50.816562,918.897877,965.620053,900.000000,1159.195649,4.495723e-07,1.484739e-05,5.938955e-05,3.565283e-07,Mejor (+) ***
6,WOA,5.97,1482.675898,440.872772,1388.529592,398.420921,1327.477047,1637.874749,1001.364064,3224.565647,2.116819e-05,9.313226e-10,4.656613e-09,1.395276e-11,Mejor (+) ***
