run,mejor_valor,n_switches,gap_pct,tiempo_s
1,21582.0,10,1.6586166043926,40.23
2,21772.0,9,0.7928551900118472,58.10
3,21480.0,9,2.1233937847443727,42.44
4,21646.0,9,1.3669917069169781,47.71
5,21543.0,10,1.8363255262918072,58.97
6,21772.0,8,0.7928551900118472,59.45
7,21250.0,11,3.171420760047389,42.99
8,21617.0,10,1.4991342385856192,49.86
9,21649.0,8,1.3533217898478083,61.21
10,21647.0,9,1.3624350678939214,55.07
11,21250.0,9,3.171420760047389,45.35
12,21583.0,8,1.6540599653695434,63.00
13,21535.0,10,1.87277863847626,52.43
14,21514.0,9,1.9684680579604483,61.03
15,21650.0,10,1.3487651508247516,46.94
16,21649.0,9,1.3533217898478083,61.29
17,21505.0,10,2.009477809167958,49.39
18,21651.0,9,1.344208511801695,70.14
19,21676.0,9,1.2302925362252803,75.65
20,21647.0,10,1.3624350678939214,67.45
21,21772.0,8,0.7928551900118472,61.76
22,21694.0,10,1.1482730338102616,49.37
23,21250.0,10,3.171420760047389,52.81
24,21649.0,10,1.3533217898478083,32.61
25,21250.0,11,3.171420760047389,43.84
26,21772.0,9,0.7928551900118472,59.45
27,21634.0,8,1.4216713751936572,58.16
28,21582.0,10,1.6586166043926,50.09
29,21582.0,9,1.6586166043926,46.44
30,21649.0,9,1.3533217898478083,38.71
31,21606.0,8,1.5492572678392418,44.63
