rank,algoritmo,mean_rank,media,std,mediana,iqr,ci95_low,ci95_high,min,max,shapiro_pvalue,wilcoxon_pvalue,mannwhitney_pvalue,significancia
1,PSO,1.31,300.000000,0.000000,300.000000,0.000000,300.000000,300.000000,300.000000,300.000000,9.312551e-07,2.556187e-06,5.045333e-11,Mejor (+) ***
2,EHO,1.84,300.000000,0.000000,300.000000,0.000000,300.000000,300.000000,300.000000,300.000000,9.723524e-06,4.489159e-06,2.010412e-09,Mejor (+) ***
3,Hybrid DTW,2.85,300.000004,0.000017,300.000000,0.000000,299.999998,300.000010,300.000000,300.000094,3.051808e-11,1.000000e+00,1.000000e+00,=
4,GWO,4.13,362.369193,47.613877,349.391110,66.684110,345.607851,379.130534,301.579443,491.211396,5.487152e-03,9.313226e-10,1.394457e-11,Peor (-) ***
5,ACO,4.87,624.791562,287.425476,535.641085,379.055997,523.610209,725.972915,309.560407,1236.946215,1.204066e-03,9.313226e-10,1.394457e-11,Peor (-) ***
6,WOA,6.00,9391.783797,6952.541853,6800.717847,7781.490746,6944.305574,11839.262021,2108.767851,25876.297700,5.227391e-04,9.313226e-10,1.394457e-11,Peor (-) ***
