rank,algoritmo,mean_rank,media,std,mediana,iqr,ci95_low,ci95_high,min,max,shapiro_pvalue,wilcoxon_pvalue_raw,wilcoxon_pvalue_holm,mannwhitney_pvalue_raw,significancia
1,EHO,1.82,2529.284383,0.000000,2529.284383,0.000000,2529.284383,2529.284383,2529.284383,2529.284383,1.000000e+00,3.173105e-01,3.173105e-01,3.331733e-01,Similar (=) ns
2,Hybrid DDTW,1.89,2529.284383,0.000000,2529.284383,0.000000,2529.284383,2529.284383,2529.284383,2529.284383,4.635931e-12,1.000000e+00,1.000000e+00,1.000000e+00,=
3,PSO,3.03,2532.767251,17.518701,2529.284383,0.556004,2526.600206,2538.934296,2529.284383,2627.065812,6.789374e-12,3.603793e-03,7.207587e-03,2.294377e-03,Mejor (+) **
4,ACO,3.65,2529.284383,0.000000,2529.284383,0.000000,2529.284383,2529.284383,2529.284383,2529.284383,1.375984e-06,4.960925e-06,1.488278e-05,5.486393e-12,Mejor (+) ***
5,GWO,5.16,2540.916918,36.965163,2529.435554,0.829847,2527.904205,2553.929631,2529.289007,2676.220232,1.196451e-10,9.313226e-10,4.656613e-09,7.175575e-13,Mejor (+) ***
6,WOA,5.45,2547.356146,34.502985,2529.845919,20.076143,2535.210184,2559.502107,2529.284383,2676.229054,4.072705e-08,9.313226e-10,4.656613e-09,7.175575e-13,Mejor (+) ***
