run,mejor_valor,n_switches,gap_pct,tiempo_s
1,22667.0,28,1.7212972597988208,96.33
2,22729.0,27,1.4524800554977455,121.88
3,22748.0,27,1.370100589663545,109.62
4,22710.0,29,1.5348595213319458,105.25
5,22722.0,27,1.4828303850156088,119.27
6,22711.0,27,1.5305237599722512,118.87
7,23025.0,27,0.16909469302809574,84.58
8,22741.0,29,1.4004509191814083,110.80
9,22903.0,28,0.6980575789108567,89.60
10,22739.0,27,1.4091224419007977,114.25
11,22907.0,27,0.6807145334720777,122.19
12,22934.0,28,0.5636489767603191,113.30
13,22726.0,29,1.4654873395768298,109.40
14,22872.0,28,0.8324661810613944,134.18
15,23025.0,30,0.16909469302809574,106.25
16,22901.0,28,0.7067291016302463,124.77
17,22722.0,28,1.4828303850156088,102.02
18,22655.0,27,1.7733263961151577,117.62
19,22719.0,30,1.495837669094693,131.91
20,22981.0,24,0.35986819285466526,132.24
21,23001.0,27,0.27315296566077,103.74
22,22710.0,27,1.5348595213319458,116.00
23,23001.0,26,0.27315296566077,133.74
24,22724.0,28,1.4741588622962192,123.15
25,22703.0,29,1.5652098508498091,93.37
26,22929.0,28,0.5853277835587929,124.95
27,22626.0,27,1.8990634755463058,112.74
28,22892.0,28,0.7457509538674991,107.94
29,23001.0,28,0.27315296566077,101.38
30,22727.0,28,1.461151578217135,108.48
31,23030.0,28,0.14741588622962193,108.96
