rank,algoritmo,mean_rank,media,std,mediana,iqr,ci95_low,ci95_high,min,max,shapiro_pvalue,wilcoxon_pvalue,mannwhitney_pvalue,significancia
1,ACO,1.58,900.020432,0.083566,900.000000,0.000000,899.991014,900.049849,900.000000,900.454324,2.433082e-11,2.207213e-04,1.535768e-03,Mejor (+) ***
2,Hybrid DTW,2.31,900.198442,0.529261,900.000018,0.089528,900.012128,900.384755,900.000000,902.612954,8.051370e-10,1.000000e+00,1.000000e+00,=
3,PSO,2.85,901.039608,1.247313,900.454324,1.500606,900.600520,901.478695,900.000000,904.453670,7.983067e-05,2.954435e-03,6.151519e-03,Peor (-) **
4,GWO,3.81,905.148792,11.602828,900.611148,2.157084,901.064290,909.233293,900.076186,953.878369,2.802921e-09,7.006340e-06,1.027258e-07,Peor (-) ***
5,EHO,4.48,942.258965,66.361752,911.704274,50.816562,918.897877,965.620053,900.000000,1159.195649,4.495723e-07,1.303852e-08,1.511720e-08,Peor (-) ***
6,WOA,5.97,1482.675898,440.872772,1388.529592,398.420921,1327.477047,1637.874749,1001.364064,3224.565647,2.116819e-05,9.313226e-10,1.400201e-11,Peor (-) ***
