run,Hybrid DTW,PSO,GWO,WOA,EHO,ACO
1,2529.284382708487,2529.284382708487,2529.4146004826193,2529.845919167824,2529.284382708487,2529.2843827084907
2,2529.284382708487,2529.284382708487,2529.3283569084606,2529.842674280492,2529.284382708487,2529.2843827085194
3,2529.284382708487,2627.065812426267,2676.2202322977173,2676.229054436778,2529.284382708487,2529.2843827084907
4,2529.284382708487,2529.284382708487,2529.435553611381,2529.3921691464566,2529.284382708487,2529.284382708495
5,2529.284382708487,2529.284382708487,2530.6702297289935,2549.365533288349,2529.284382708487,2529.2843827084916
6,2529.284382708487,2529.284382708487,2529.3349967414324,2529.2843827691186,2529.284382708487,2529.284382708648
7,2529.284382708487,2529.840386704706,2529.4666747552096,2529.2850084835723,2529.284382708487,2529.2843827085994
8,2529.284382708487,2529.284382708487,2544.7543916903574,2603.3457720079255,2529.284382708487,2529.284382708544
9,2529.284382708487,2529.284382708487,2529.306480452887,2529.290279507451,2529.284382708487,2529.2843827085167
10,2529.284382708487,2529.840386704706,2529.319976612254,2568.4602884867004,2529.284382708487,2529.2843827085035
11,2529.284382708487,2529.284382708487,2530.2892241964914,2549.4058930117003,2529.284382708487,2529.2843827085003
12,2529.284382708487,2529.284382708487,2529.316527175075,2549.4083437077206,2529.284382708487,2529.2843827085135
13,2529.284382708487,2529.284382708487,2529.305580120523,2549.395446612529,2529.284382708487,2529.2843827085017
14,2529.284382708487,2529.284382708487,2529.469650827171,2529.2844410393905,2529.284382708487,2529.284382708492
15,2529.284382708487,2529.284382708487,2529.8843563244372,2529.8404546838938,2529.284382708487,2529.284382708497
16,2529.284382708487,2529.284382708487,2529.318776202026,2529.8403868108426,2529.284382708487,2529.28438270849
17,2529.284382708487,2529.284382708487,2531.2972753556624,2549.3650744718525,2529.284382708487,2529.284382708492
18,2529.284382708487,2529.840386704706,2571.221389779861,2529.8427078546683,2529.284382708487,2529.284382708491
19,2529.284382708487,2529.284382708487,2529.321344539706,2529.286636251397,2529.284382708487,2529.284382708562
20,2529.284382708487,2529.284382708487,2529.362088135404,2638.0443789711353,2529.284382708487,2529.2843827087086
21,2529.284382708487,2529.284382708487,2529.387803989441,2582.375981924923,2529.284382708487,2529.2843827085057
22,2529.284382708487,2529.284382708487,2530.0092230224186,2529.284819498372,2529.284382708487,2529.2843827084935
23,2529.284382708487,2529.284382708487,2529.3010448665477,2549.365035073076,2529.284382708487,2529.284382708568
24,2529.284382708487,2529.284382708487,2529.294937694926,2529.3184142712,2529.284382708487,2529.2843827085194
25,2529.284382708487,2529.840386704706,2676.216441388717,2529.284384410565,2529.284382708487,2529.284382708506
26,2529.2843827284305,2532.4321082326296,2529.5646726649334,2529.8504199181302,2529.284382708487,2529.2843827085007
27,2529.284382708487,2529.840386704706,2529.5649187753024,2529.2852024538183,2529.284382708487,2529.2843827085444
28,2529.284382708487,2532.4321082326296,2529.825265066772,2529.849464064589,2529.284382708487,2529.2843827084985
29,2529.284382708487,2529.840386704706,2529.289007194496,2529.9633758061727,2529.284382708487,2529.2843827086076
30,2529.284382708487,2529.284382708487,2530.637031904726,2529.8403980004723,2529.284382708487,2529.284382708497
31,2529.284382708487,2529.840386704706,2529.2963979731135,2541.5681786163245,2529.284382708487,2529.2843827085226
