Funcion            : CEC 9 (F9_Composition_Function_1) (Mejor Run #28)
Dimension          : 10
Limites            : [-100.0, 100.0]
Optimo conocido    : 2300.000000
Mejor valor global : 2954.656812
Total switches     : 9

1. PSO (poblacional) | mejor=4626.337678 | 0.0s-0.4s | iters=147
2. WOA (poblacional) | mejor=4599.063342 | 0.4s-0.8s | iters=167
3. GWO (poblacional) | mejor=3185.680366 | 0.8s-1.1s | iters=72
4. EHO (poblacional) | mejor=2975.690825 | 1.1s-1.3s | iters=71
5. EHO (poblacional) | mejor=2958.056861 | 1.3s-1.6s | iters=90
6. PSO (poblacional) | mejor=2958.056861 | 1.6s-1.7s | iters=41
7. WOA (poblacional) | mejor=2957.942493 | 1.7s-2.5s | iters=300
8. EHO (poblacional) | mejor=2954.656812 | 2.5s-2.7s | iters=75
9. EHO (poblacional) | mejor=2954.656812 | 2.7s-2.8s | iters=41
