run,mejor_valor,n_switches,gap_pct,tiempo_s
1,115796.0,8,3.6077582618829602,550.09
2,116540.0,6,2.9884292016981604,890.04
3,116844.0,6,2.735370015816199,1048.84
4,116544.0,8,2.9850994755681346,698.22
5,116278.0,8,3.2065262632148506,523.45
6,115973.0,8,3.4604178806293184,569.61
7,115792.0,8,3.611087988012986,398.74
8,115383.0,7,3.9515524848081247,506.77
9,115971.0,3,3.462082743694331,1076.03
10,117605.0,8,2.1018896195787895,546.14
11,116325.0,6,3.1674019811870475,1174.35
12,117666.0,7,2.051111296095896,172.43
13,116631.0,6,2.912677932240073,548.41
14,117104.0,6,2.5189378173645216,814.44
15,115759.0,5,3.638558228585699,414.80
16,117241.0,8,2.404894697411138,1315.32
17,117385.0,8,2.285024556730209,1201.96
18,116951.0,6,2.646299841838009,1363.31
19,116943.0,8,2.6529592940980606,894.48
20,114874.0,7,4.375260134853908,494.11
21,115486.0,8,3.86581203695996,496.72
22,117517.0,8,2.1751435944393576,125.18
23,116696.0,8,2.8585698826271537,454.49
24,115693.0,7,3.6934987097311245,284.31
25,116923.0,7,2.6696079247481896,756.02
26,116402.0,8,3.1033047531840507,524.39
27,117258.0,8,2.390743361358528,542.09
28,117151.0,4,2.4798135353367186,1024.28
29,117581.0,8,2.1218679763589443,482.78
30,117441.0,4,2.238408390909848,1140.31
31,116729.0,8,2.831099642054441,121.36
