run,mejor_valor,n_switches,gap_pct,tiempo_s
1,58132.0,26,1.782486018889283,552.83
2,58354.0,25,1.4074036528291685,444.88
3,58332.0,24,1.4445739773936843,577.39
4,57674.0,30,2.556304593914204,460.65
5,58385.0,25,1.3550272863973507,338.84
6,58062.0,27,1.9007552334127427,506.04
7,58018.0,29,1.9750958825417744,382.20
8,58088.0,28,1.8568266680183148,454.36
9,57912.0,27,2.1541892645344416,561.80
10,58138.0,27,1.7723486576444152,458.74
11,58023.0,24,1.9666480815043843,467.56
12,58184.0,25,1.6946288881004274,592.14
13,57954.0,29,2.083227735820366,455.86
14,58046.0,25,1.9277881967323907,551.36
15,57759.0,29,2.4126919762785746,319.48
16,58017.0,26,1.9767854427492524,544.15
17,57996.0,27,2.0122662071062902,517.67
18,58084.0,27,1.8635849088482268,512.03
19,57993.0,29,2.0173348877287243,434.63
20,58243.0,25,1.5949448358592258,458.61
21,58166.0,27,1.7250409718350312,529.83
22,58084.0,29,1.8635849088482268,452.60
23,58300.0,27,1.4986399040329803,507.98
24,58352.0,26,1.4107827732441245,593.20
25,58360.0,26,1.3972662915843006,575.76
26,58425.0,28,1.287444878098231,510.07
27,58361.0,26,1.3955767313768226,525.00
28,58239.0,27,1.6017030766891378,474.19
29,58370.0,27,1.3803706895095207,505.68
30,58299.0,27,1.500329464240458,349.35
31,58309.0,27,1.4834338621656782,489.80
