run,mejor_valor,n_switches,gap_pct,tiempo_s
1,58213.0,16,1.6456316420835657,153.93
2,57670.0,17,2.563062834744116,171.36
3,57727.0,15,2.4667579029178706,213.59
4,57757.0,17,2.4160710966935306,137.13
5,57628.0,17,2.6340243634581917,87.51
6,57581.0,16,2.7134336932096574,178.76
7,58017.0,17,1.9767854427492524,143.24
8,57976.0,16,2.04605741125585,233.33
9,57543.0,15,2.777636981093821,225.90
10,57027.0,17,3.649450048152466,95.61
11,57403.0,17,3.0141754101407403,155.84
12,57940.0,16,2.1068815787250577,193.89
13,58021.0,16,1.9700272019193403,202.19
14,57951.0,17,2.0882964164428,141.30
15,57557.0,16,2.7539831381891293,156.09
16,57383.0,17,3.0479666142903,150.12
17,57836.0,16,2.2825958403027693,169.98
18,57409.0,17,3.0040380488958722,138.82
19,57980.0,15,2.039299170425938,175.75
20,58232.0,16,1.6135299981414837,175.93
21,57742.0,15,2.4414144998057004,207.19
22,57986.0,17,2.0291618091810704,134.97
23,57927.0,15,2.128845861422272,215.50
24,57929.0,17,2.125466741007316,128.72
25,58064.0,16,1.8973761129977866,224.19
26,58178.0,17,1.7047662493452955,181.98
27,57199.0,16,3.358845692466251,118.62
28,57563.0,15,2.7438457769442612,143.25
29,57603.0,16,2.6762633686451416,146.39
30,58115.0,17,1.811208542416409,245.01
31,57753.0,15,2.4228293375234426,134.77
