rank,algoritmo,mean_rank,media,std,mediana,iqr,ci95_low,ci95_high,min,max,shapiro_pvalue,wilcoxon_pvalue_raw,wilcoxon_pvalue_holm,mannwhitney_pvalue_raw,significancia
1,PSO,1.37,300.000000,0.000000,300.000000,0.000000,300.000000,300.000000,300.000000,300.000000,9.312551e-07,7.001346e-06,1.381230e-05,4.074729e-09,Peor (-) ***
2,EHO,1.84,300.000000,0.000000,300.000000,0.000000,300.000000,300.000000,300.000000,300.000000,9.723524e-06,6.906149e-06,1.381230e-05,3.902353e-07,Peor (-) ***
3,Hybrid DDTW,2.79,300.468821,2.609459,300.000000,0.000000,299.550222,301.387419,300.000000,314.529000,4.642267e-12,1.000000e+00,1.000000e+00,1.000000e+00,=
4,GWO,4.13,362.369193,47.613877,349.391110,66.684110,345.607851,379.130534,301.579443,491.211396,5.487152e-03,9.313226e-10,4.656613e-09,2.048861e-11,Mejor (+) ***
5,ACO,4.87,624.791562,287.425476,535.641085,379.055997,523.610209,725.972915,309.560407,1236.946215,1.204066e-03,9.313226e-10,4.656613e-09,1.533004e-11,Mejor (+) ***
6,WOA,6.00,9391.783797,6952.541853,6800.717847,7781.490746,6944.305574,11839.262021,2108.767851,25876.297700,5.227391e-04,9.313226e-10,4.656613e-09,1.391185e-11,Mejor (+) ***
