run,mejor_valor,n_switches,gap_pct,tiempo_s
1,55813.0,27,1.552219850775228,413.00
2,55423.0,28,2.240135466459704,581.44
3,55093.0,28,2.8222179105004144,339.40
4,55440.0,28,2.210149401160637,373.18
5,55625.0,27,1.8838304552590266,500.37
6,55428.0,26,2.23131603548939,437.30
7,55423.0,28,2.240135466459704,392.79
8,55533.0,28,2.0461079851128003,553.57
9,55515.0,27,2.07785793660593,518.34
10,55448.0,28,2.196038311608135,481.59
11,55479.0,25,2.1413578395921897,540.50
12,55571.0,28,1.9790803097384158,473.74
13,55540.0,28,2.0337607817543613,402.24
14,55087.0,26,2.832801227664791,459.87
15,55496.0,28,2.1113717742931226,289.33
16,54958.0,27,3.060342546698887,370.81
17,55001.0,28,2.9844954403541886,408.98
18,55320.0,27,2.421815744448168,505.84
19,54975.0,27,3.0303564813998203,447.62
20,55412.0,27,2.2595382145943943,501.21
21,55364.0,28,2.3442047519094067,447.30
22,55452.0,28,2.188982766831884,395.57
23,55479.0,27,2.1413578395921897,284.74
24,55576.0,28,1.970260878768102,417.95
25,55518.0,28,2.072566278023742,362.20
26,55427.0,27,2.233079921683453,443.14
27,55338.0,27,2.3900657929550384,427.12
28,55342.0,28,2.3830102481787874,415.86
29,55462.0,27,2.1713439048912564,494.76
30,55460.0,27,2.174871677279382,553.40
31,55051.0,26,2.89630113065105,528.04
