run,mejor_valor,n_switches,gap_optimo_pct,resultado_frente_optimo
1,1934.5945400087041,5,7.477474444928007,Peor que el óptimo
2,1846.429084787387,5,2.579393599299275,Peor que el óptimo
3,3869.960735875427,5,114.99781865974595,Peor que el óptimo
4,2078.0965666590973,4,15.44980925883874,Peor que el óptimo
5,2400.0676564960613,5,33.33709202755896,Peor que el óptimo
6,5006.221779292926,5,178.12343218294035,Peor que el óptimo
7,2790.8609257957537,6,55.04782921087521,Peor que el óptimo
8,1875.4891904882695,6,4.193843916014973,Peor que el óptimo
9,7923.928513064272,7,340.21825072579287,Peor que el óptimo
10,1872.2527506269223,5,4.0140417014956835,Peor que el óptimo
11,2332.1038291599507,5,29.561323842219483,Peor que el óptimo
12,2121.5559020306105,7,17.864216779478358,Peor que el óptimo
13,4250.98541333365,5,136.1658562963139,Peor que el óptimo
14,2047.8043373954533,5,13.766907633080741,Peor que el óptimo
15,2072.064938297292,4,15.114718794293998,Peor que el óptimo
16,4040.1067428347383,4,124.45037460192991,Peor que el óptimo
17,2807.076125527369,5,55.948673640409396,Peor que el óptimo
18,7492.658202467935,5,316.25878902599635,Peor que el óptimo
19,6694.602333648473,5,271.9223518693596,Peor que el óptimo
20,6781.9762016114355,5,276.77645564507975,Peor que el óptimo
21,2530.5960429930497,6,40.588669055169426,Peor que el óptimo
22,3836.6538512159177,5,113.14743617866209,Peor que el óptimo
23,4977.576323229485,5,176.5320179571936,Peor que el óptimo
24,4254.831433683248,7,136.3795240935138,Peor que el óptimo
25,2297.6281008303927,5,27.64600560168848,Peor que el óptimo
26,2718.090658124325,6,51.00503656246249,Peor que el óptimo
27,1858.8727985116122,5,3.2707110284229026,Peor que el óptimo
28,5868.644268495905,5,226.03579269421695,Peor que el óptimo
29,2630.5924517416497,5,46.14402509675832,Peor que el óptimo
30,3052.637790534854,5,69.59098836304744,Peor que el óptimo
31,1881.5464419907748,5,4.53035788837638,Peor que el óptimo
