rank,algoritmo,mean_rank,media,std,mediana,iqr,ci95_low,ci95_high,min,max,shapiro_pvalue,wilcoxon_pvalue_raw,wilcoxon_pvalue_holm,mannwhitney_pvalue_raw,significancia
1,WOA,2.68,3535.329296,1840.390742,2933.601869,1959.459104,2887.463184,4183.195409,1855.925109,8144.606512,4.421737e-05,6.219436e-01,1.000000e+00,6.523396e-01,Similar (=) ns
2,Hybrid DTW,2.94,3488.596966,1821.985314,2718.090658,2177.827671,2847.210049,4129.983882,1846.429085,7923.928513,1.630360e-04,1.000000e+00,1.000000e+00,1.000000e+00,=
3,EHO,3.13,3829.465392,1767.135167,3830.716717,2612.809496,3207.387175,4451.543609,1824.819111,7473.160959,6.383103e-03,5.551384e-01,1.000000e+00,4.304627e-01,Similar (=) ns
4,PSO,3.16,3947.251652,2174.028503,2792.084620,3029.822955,3181.936242,4712.567062,1809.879414,8021.470052,1.187729e-04,1.820761e-01,5.462284e-01,4.471094e-01,Similar (=) ns
5,GWO,4.10,5093.885833,2635.228745,4801.590188,5847.531175,4166.215766,6021.555900,2003.794135,8347.103870,7.785138e-05,1.319857e-02,5.279429e-02,1.221104e-02,Similar (=) ns
6,ACO,5.00,15608.376822,33620.129927,6944.202899,3455.301369,3773.203786,27443.549858,1903.335436,186059.024065,1.678030e-10,4.619360e-06,2.309680e-05,1.032898e-06,Mejor (+) ***
