instancia,n,m,media,std,mediana,mejor,peor,valor_optimo,gap_medio_pct,gap_mejor_pct,switches_medio,tiempo_medio_s
mknapcb1_inst00,100,5,24040.645161290322,122.94413847867781,23988.0,24266.0,23852.0,24381.0,1.395983916614074,0.4716787662524097,8.03225806451613,45.81
mknapcb2_inst00,250,5,57958.83870967742,323.25213336862504,57947.0,58828.0,57355.0,59312.0,2.2814292054265253,0.8160237388724035,7.774193548387097,210.22
mknapcb3_inst00,500,5,116596.19354838709,732.8704686568728,116696.0,117666.0,114874.0,120130.0,2.941651920097314,2.051111296095896,6.935483870967742,682.37
mknapcb4_inst00,100,10,22699.58064516129,146.2092566227064,22696.0,23025.0,22376.0,23064.0,1.5800353574345722,0.16909469302809574,8.35483870967742,47.07
mknapcb5_inst00,250,10,57902.41935483871,372.9126659146666,57987.0,58361.0,56615.0,59187.0,2.170376341360924,1.3955767313768226,7.548387096774194,210.45
mknapcb6_inst00,500,10,114337.6129032258,503.0699738040268,114464.0,115100.0,113133.0,117726.0,2.878197761560058,2.230603265209045,6.838709677419355,678.31
mknapcb7_inst00,100,30,21582.516129032258,147.6425218423993,21634.0,21772.0,21250.0,21946.0,1.6562647907032806,0.7928551900118472,9.290322580645162,53.12
mknapcb8_inst00,250,30,55244.709677419356,271.88685900553554,55249.0,55988.0,54743.0,56693.0,2.5546193049947004,1.2435397668142452,8.258064516129032,186.76
mknapcb9_inst00,500,30,112773.12903225806,476.9322493263069,112734.0,113547.0,111488.0,115868.0,2.671031663394497,2.0031415058514863,7.612903225806452,648.34
