rank,algoritmo,mean_rank,media,std,mediana,iqr,ci95_low,ci95_high,min,max,shapiro_pvalue,wilcoxon_pvalue,mannwhitney_pvalue,significancia
1,GWO,1.81,813.723871,5.046631,812.083901,4.168213,811.947323,815.500418,807.000007,830.000003,9.970785e-04,2.600933e-02,4.116327e-02,Mejor (+) *
2,Hybrid DTW,2.81,816.967742,6.057964,818.000000,10.000000,814.835179,819.100305,804.000000,827.000000,2.646742e-01,1.000000e+00,1.000000e+00,=
3,PSO,3.44,818.903226,7.725951,817.000000,7.000000,816.183487,821.622965,807.000000,842.000000,1.717617e-02,1.948936e-01,4.804808e-01,Similar (=) ns
4,ACO,3.45,818.259348,3.403486,819.000000,5.169027,817.061231,819.457465,811.911870,824.528280,5.290870e-01,4.677626e-01,4.813336e-01,Similar (=) ns
5,EHO,4.02,824.725240,10.360581,821.000000,14.000000,821.078042,828.372438,811.000000,850.000000,2.879786e-02,2.297086e-03,5.495574e-03,Peor (-) **
6,WOA,5.48,845.414185,17.890064,845.149598,21.693912,839.116410,851.711959,810.000000,880.000000,7.069325e-01,3.073364e-08,7.732944e-09,Peor (-) ***
