run,mejor_valor,n_switches,gap_pct,tiempo_s
1,116135.0,16,3.3255639723632733,403.42
2,115927.0,16,3.498709731124615,644.23
3,115909.0,17,3.5136934987097312,541.21
4,116046.0,16,3.3996503787563475,590.79
5,116469.0,13,3.0475318405061183,741.83
6,117002.0,15,2.6038458336801797,595.63
7,114974.0,18,4.292016981603263,371.80
8,115180.0,17,4.120536085906934,389.79
9,115718.0,16,3.672687921418463,443.61
10,116213.0,15,3.26063431282777,476.88
11,115562.0,16,3.80254724048947,526.14
12,116262.0,15,3.2198451677349538,600.23
13,115872.0,15,3.54449346541247,564.89
14,116512.0,14,3.011737284608341,775.37
15,116791.0,13,2.779488887039041,792.60
16,116534.0,17,2.993423790893199,425.33
17,115984.0,16,3.451261133771747,356.24
18,115775.0,16,3.625239324065596,601.64
19,116176.0,14,3.2914342795305087,722.99
20,115413.0,17,3.926579538832931,525.83
21,117793.0,13,1.9453924914675769,361.70
22,114558.0,16,4.638308499125947,277.19
23,116583.0,13,2.9526346458003827,585.90
24,115515.0,14,3.841671522517273,277.90
25,116655.0,17,2.8926995754599183,553.06
26,117318.0,16,2.340797469408141,543.23
27,117175.0,16,2.4598351785565638,605.61
28,115830.0,16,3.5794555897777407,379.79
29,116238.0,13,3.2398235245151086,608.88
30,117340.0,16,2.3224839756929994,664.48
31,115749.0,16,3.6468825439107633,600.92
