rank,algoritmo,mean_rank,media,std,mediana,iqr,ci95_low,ci95_high,min,max,shapiro_pvalue,wilcoxon_pvalue_raw,wilcoxon_pvalue_holm,mannwhitney_pvalue_raw,significancia
1,ACO,1.16,600.238870,0.920769,600.009712,0.092460,599.914735,600.563005,600.000001,605.154210,2.154915e-11,7.096678e-07,2.838671e-06,2.208000e-07,Peor (-) ***
2,Hybrid DDTW,2.85,603.687758,6.050480,601.080270,4.277684,601.557829,605.817687,600.017585,627.667954,1.073612e-07,1.000000e+00,1.000000e+00,1.000000e+00,=
3,GWO,3.03,603.519268,3.656066,602.153962,4.498463,602.232237,604.806300,600.034335,611.571287,1.490497e-04,4.213771e-01,4.213771e-01,2.314318e-01,Similar (=) ns
4,PSO,3.45,606.579164,8.166518,603.910822,7.744931,603.704334,609.453993,600.036822,636.029417,3.028891e-06,8.285995e-02,1.657199e-01,2.807352e-02,Similar (=) ns
5,EHO,4.50,610.754948,7.226694,609.802494,10.965951,608.210961,613.298935,601.395117,627.667691,6.542083e-02,3.724265e-05,1.117279e-04,8.353237e-06,Mejor (+) ***
6,WOA,6.00,642.164910,14.104227,640.945365,13.947853,637.199850,647.129970,617.336358,677.651750,5.055472e-01,9.313226e-10,4.656613e-09,2.502101e-11,Mejor (+) ***
