rank,algoritmo,mean_rank,media,std,mediana,iqr,ci95_low,ci95_high,min,max,shapiro_pvalue,wilcoxon_pvalue_raw,wilcoxon_pvalue_holm,mannwhitney_pvalue_raw,significancia
1,Hybrid DTW,1.77,2651.786891,92.724365,2600.000000,150.427229,2619.145468,2684.428315,2600.000000,3000.000000,4.013001e-08,1.000000e+00,1.000000e+00,1.000000e+00,=
2,EHO,2.71,2756.622449,152.057466,2750.427166,300.000000,2703.094208,2810.150690,2600.000000,3000.000000,1.625663e-04,6.231683e-03,6.231683e-03,3.126333e-01,Mejor (+) **
3,ACO,3.35,2738.939224,139.488657,2750.427164,151.075109,2689.835536,2788.042913,2600.000011,3000.000003,9.831111e-05,2.900588e-03,5.801177e-03,2.253801e-04,Mejor (+) **
4,GWO,3.94,2783.773136,155.129897,2731.540320,291.575743,2729.163318,2838.382954,2600.379862,3096.947325,2.070772e-03,6.266404e-05,1.879921e-04,2.403469e-05,Mejor (+) ***
5,WOA,4.55,2884.927506,278.984233,2766.785312,439.523100,2786.717693,2983.137319,2600.427758,3749.886529,1.776682e-03,9.313226e-10,4.656613e-09,6.433698e-08,Mejor (+) ***
6,PSO,4.68,2852.792613,154.209406,2781.733277,133.298254,2798.506832,2907.078394,2600.000000,3237.288235,4.874066e-04,1.303852e-08,5.215406e-08,6.269359e-08,Mejor (+) ***
