rank,algoritmo,mean_rank,media,std,mediana,iqr,ci95_low,ci95_high,min,max,shapiro_pvalue,wilcoxon_pvalue,mannwhitney_pvalue,significancia
1,GWO,1.61,602.598523,0.509199,602.534965,0.746997,602.419272,602.777774,601.663942,603.548506,6.030702e-01,6.440151e-04,2.383085e-04,Mejor (+) ***
2,ACO,2.87,603.134826,0.327872,603.095779,0.429676,603.019407,603.250246,602.491154,603.790499,7.484499e-01,9.307351e-01,6.523396e-01,Similar (=) ns
3,Hybrid DTW,3.23,603.120284,0.537389,603.253621,0.700317,602.931109,603.309459,601.969116,603.996636,8.709034e-02,1.000000e+00,1.000000e+00,=
4,PSO,3.26,603.220411,0.441369,603.304073,0.446792,603.065037,603.375785,602.314561,603.996614,7.508173e-02,1.000000e+00,7.460840e-01,Similar (=) ns
5,EHO,4.87,603.595201,0.301687,603.600845,0.399685,603.488999,603.701403,602.924559,604.127348,8.961599e-01,2.824888e-05,2.659911e-04,Peor (-) ***
6,WOA,5.16,603.713667,0.356970,603.717469,0.477822,603.588004,603.839330,603.015780,604.449362,6.535154e-01,1.067743e-04,2.898008e-05,Peor (-) ***
