run,mejor_valor,n_switches,gap_optimo_pct,resultado_frente_optimo
1,2500.5015765699636,6,4.187565690415151,Peor que el óptimo
2,2500.372855643043,5,4.182202318460118,Peor que el óptimo
3,2500.5159288400355,7,4.188163701668145,Peor que el óptimo
4,2500.807199530643,6,4.200299980443465,Peor que el óptimo
5,2500.7111606709695,9,4.196298361290398,Peor que el óptimo
6,2500.4830087891787,9,4.186792032882447,Peor que el óptimo
7,2500.538837217472,8,4.189118217394669,Peor que el óptimo
8,2500.6140468783615,8,4.192251953265061,Peor que el óptimo
9,2500.4359996189837,8,4.184833317457655,Peor que el óptimo
10,2500.3568378427844,5,4.181534910116018,Peor que el óptimo
11,2500.414894899199,8,4.183953954133301,Peor que el óptimo
12,2500.470305048658,6,4.186262710360741,Peor que el óptimo
13,2500.3820372000137,6,4.182584883333902,Peor que el óptimo
14,2500.5963389895787,7,4.1915141245657805,Peor que el óptimo
15,2616.9591912367327,7,9.03996630153053,Peor que el óptimo
16,2500.4069775612147,7,4.183624065050613,Peor que el óptimo
17,2500.407332489449,7,4.183638853727037,Peor que el óptimo
18,2500.8535709356647,7,4.202232122319363,Peor que el óptimo
19,2500.468369388099,6,4.186182057837452,Peor que el óptimo
20,2615.7451574231873,8,8.989381559299469,Peor que el óptimo
21,2610.0931060600406,7,8.753879419168356,Peor que el óptimo
22,2500.429544405235,9,4.184564350218125,Peor que el óptimo
23,2500.329843996803,9,4.180410166533458,Peor que el óptimo
24,2612.2373143624504,4,8.843221431768768,Peor que el óptimo
25,2500.5288135981523,6,4.188700566589678,Peor que el óptimo
26,2500.6795417424296,7,4.194980905934567,Peor que el óptimo
27,2500.7012425420135,5,4.1958851059172275,Peor que el óptimo
28,2614.1565660377337,6,8.923190251572237,Peor que el óptimo
29,2500.2812709805994,8,4.178386290858309,Peor que el óptimo
30,2625.6484768888577,4,9.402019870369068,Peor que el óptimo
31,2500.5936293747163,9,4.191401223946514,Peor que el óptimo
