instancia,n,m,media,std,mediana,mejor,peor,valor_optimo,gap_medio_pct,gap_mejor_pct,switches_medio,tiempo_medio_s
mknapcb1_inst00,100,5,24142.83870967742,100.86595921006911,24152.0,24276.0,23897.0,24381.0,0.9768315094646678,0.4306632213608958,27.225806451612904,107.48
mknapcb2_inst00,250,5,58168.41935483871,247.11976647008416,58248.0,58849.0,57603.0,59312.0,1.928076350757503,0.7806177502023199,26.870967741935484,470.79
mknapcb3_inst00,500,5,117369.96774193548,382.6347103178989,117282.0,118015.0,116550.0,120130.0,2.2975378823478865,1.7605926912511447,24.0,1742.91
mknapcb4_inst00,100,10,22821.967741935485,130.31413259108032,22741.0,23030.0,22626.0,23064.0,1.0493941123158002,0.14741588622962193,27.70967741935484,112.86
mknapcb5_inst00,250,10,58150.290322580644,186.39918896895188,58138.0,58425.0,57674.0,59187.0,1.7515834176750886,1.287444878098231,26.806451612903224,487.25
mknapcb6_inst00,500,10,114760.6129032258,427.6779522038151,114830.0,115701.0,113527.0,117726.0,2.5188888578344573,1.7200958157076602,25.129032258064516,1637.69
mknapcb7_inst00,100,30,21691.935483870966,71.32837985790063,21676.0,21772.0,21567.0,21946.0,1.15768028856754,0.7928551900118472,28.903225806451612,119.39
mknapcb8_inst00,250,30,55451.12903225807,240.75509466829752,55499.0,55988.0,54981.0,56693.0,2.190519054807358,1.2435397668142452,27.483870967741936,470.81
mknapcb9_inst00,500,30,113115.09677419355,426.33368385525694,113199.0,113974.0,112132.0,115868.0,2.3758960418808055,1.634618704042531,26.129032258064516,1655.78
